Provider_ID,Hospital Name,City,State,Measure Name,Measure Response
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,CHARLOTTE,NC,Nursing care registry,Y
340028,CAPE FEAR VALLEY MEDICAL CENTER,FAYETTEVILLE,NC,Safe surgery checklist use (inpatient),Y
340143,CATAWBA VALLEY MEDICAL CENTER,HICKORY,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340091,THE MOSES H CONE MEMORIAL HOSPITAL,GREENSBORO,NC,Safe surgery checklist use (outpatient),Yes
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,LUMBERTON,NC,Safe surgery checklist use (inpatient),Y
340013,RUTHERFORD REGIONAL MEDICAL CENTER,RUTHERFORDTON,NC,General Surgery Registry,N
340008,SCOTLAND MEMORIAL HOSPITAL,LAURINBURG,NC,Able to receive lab results electronically,Yes
340114,REX HOSPITAL,RALEIGH,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340024,SAMPSON REGIONAL MEDICAL CENTER,CLINTON,NC,General Surgery Registry,N
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,LUMBERTON,NC,Safe surgery checklist use (outpatient),Yes
340107,VIDANT EDGECOMBE HOSPITAL,TARBORO,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340084,CAROLINAS HEALTH CARE SYSTEM ANSON,WADESBORO,NC,Patient Safety Culture,Y
340131,CAROLINA EAST MEDICAL CENTER,NEW BERN,NC,Able to receive lab results electronically,Yes
340039,IREDELL MEMORIAL HOSPITAL INC,STATESVILLE,NC,Safe surgery checklist use (inpatient),Y
340096,LEXINGTON MEMORIAL HOSPITAL INC,LEXINGTON,NC,Patient Safety Culture,Y
340071,BETSY JOHNSON REGIONAL  HOSPITAL,DUNN,NC,General Surgery Registry,N
340119,CAROLINAS HEALTHCARE SYSTEM STANLY,ALBEMARLE,NC,Patient Safety Culture,Y
340070,ALAMANCE REGIONAL MEDICAL CENTER,BURLINGTON,NC,Patient Safety Culture,Y
340123,RANDOLPH HOSPITAL,ASHEBORO,NC,Safe surgery checklist use (inpatient),Y
340143,CATAWBA VALLEY MEDICAL CENTER,HICKORY,NC,Safe surgery checklist use (outpatient),Yes
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,LUMBERTON,NC,Patient Safety Culture,Y
340129,LAKE NORMAN REGIONAL MEDICAL CENTER,MOORESVILLE,NC,General Surgery Registry,N
340060,MOREHEAD MEMORIAL HOSPITAL,EDEN,NC,Nursing care registry,N
340008,SCOTLAND MEMORIAL HOSPITAL,LAURINBURG,NC,Safe surgery checklist use (inpatient),Y
340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,CHAPEL HILL,NC,Multispecialty surgical registry,Y
40050,OUACHITA COUNTY MEDICAL CENTER,CAMDEN,AR,Able to receive lab results electronically,Yes
40050,OUACHITA COUNTY MEDICAL CENTER,CAMDEN,AR,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
40050,OUACHITA COUNTY MEDICAL CENTER,CAMDEN,AR,Safe surgery checklist use (outpatient),Yes
40050,OUACHITA COUNTY MEDICAL CENTER,CAMDEN,AR,Patient Safety Culture,N
40050,OUACHITA COUNTY MEDICAL CENTER,CAMDEN,AR,General Surgery Registry,N
40050,OUACHITA COUNTY MEDICAL CENTER,CAMDEN,AR,Nursing care registry,N
40050,OUACHITA COUNTY MEDICAL CENTER,CAMDEN,AR,Safe surgery checklist use (inpatient),Y
340051,WATAUGA MEDICAL CENTER,BOONE,NC,Nursing care registry,Y
340141,NEW HANOVER REGIONAL MEDICAL CENTER,WILMINGTON,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340120,VIDANT DUPLIN  HOSPITAL,KENANSVILLE,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340040,VIDANT MEDICAL CENTER,GREENVILLE,NC,Nursing care registry,Y
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,CHARLOTTE,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340051,WATAUGA MEDICAL CENTER,BOONE,NC,Patient Safety Culture,Y
340021,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,SHELBY,NC,Able to receive lab results electronically,Yes
340049,NORTH CAROLINA SPECIALTY HOSPITAL,DURHAM,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",No
340049,NORTH CAROLINA SPECIALTY HOSPITAL,DURHAM,NC,Nursing care registry,Y
340040,VIDANT MEDICAL CENTER,GREENVILLE,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340069,"WAKEMED, RALEIGH CAMPUS",RALEIGH,NC,Safe surgery checklist use (outpatient),Yes
340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,WINSTON-SALEM,NC,Patient Safety Culture,Y
340131,CAROLINA EAST MEDICAL CENTER,NEW BERN,NC,Patient Safety Culture,Y
340133,MARTIN GENERAL HOSPITAL,WILLIAMSTON,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340087,THE MCDOWELL HOSPITAL,MARION,NC,Safe surgery checklist use (inpatient),Y
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,ASHEVILLE,NC,Patient Safety Culture,Y
340143,CATAWBA VALLEY MEDICAL CENTER,HICKORY,NC,Patient Safety Culture,Y
340041,CALDWELL MEMORIAL HOSPITAL,LENOIR,NC,Nursing care registry,N
340023,PARK RIDGE HEALTH,HENDERSONVILLE,NC,Safe surgery checklist use (inpatient),Y
340060,MOREHEAD MEMORIAL HOSPITAL,EDEN,NC,Safe surgery checklist use (inpatient),Y
340141,NEW HANOVER REGIONAL MEDICAL CENTER,WILMINGTON,NC,Patient Safety Culture,N
340020,CENTRAL CAROLINA HOSPITAL,SANFORD,NC,Safe surgery checklist use (outpatient),Yes
340027,UNC LENOIR HEALTH CARE,KINSTON,NC,Safe surgery checklist use (inpatient),Y
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,ASHEVILLE,NC,Nursing care registry,Y
340028,CAPE FEAR VALLEY MEDICAL CENTER,FAYETTEVILLE,NC,Patient Safety Culture,Y
340106,SANDHILLS REGIONAL MEDICAL CENTER,HAMLET,NC,General Surgery Registry,Y
340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,CHAPEL HILL,NC,General Surgery Registry,Y
340091,THE MOSES H CONE MEMORIAL HOSPITAL,GREENSBORO,NC,Multispecialty surgical registry,Y
340028,CAPE FEAR VALLEY MEDICAL CENTER,FAYETTEVILLE,NC,General Surgery Registry,N
331317,LEWIS COUNTY GENERAL HOSPITAL,LOWVILLE,NY,General Surgery Registry,N
340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,CHAPEL HILL,NC,Nursing care registry,Y
340028,CAPE FEAR VALLEY MEDICAL CENTER,FAYETTEVILLE,NC,Nursing care registry,Y
340129,LAKE NORMAN REGIONAL MEDICAL CENTER,MOORESVILLE,NC,Patient Safety Culture,Y
340096,LEXINGTON MEMORIAL HOSPITAL INC,LEXINGTON,NC,Nursing care registry,N
340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,WINSTON-SALEM,NC,Multispecialty surgical registry,Y
340096,LEXINGTON MEMORIAL HOSPITAL INC,LEXINGTON,NC,Safe surgery checklist use (inpatient),Y
340085,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,THOMASVILLE,NC,Able to receive lab results electronically,Yes
340143,CATAWBA VALLEY MEDICAL CENTER,HICKORY,NC,Nursing care registry,Y
340073,DUKE HEALTH RALEIGH HOSPITAL,RALEIGH,NC,Safe surgery checklist use (inpatient),Y
340041,CALDWELL MEMORIAL HOSPITAL,LENOIR,NC,Able to receive lab results electronically,Yes
340003,NORTHERN HOSPITAL OF SURRY COUNTY,MOUNT AIRY,NC,Safe surgery checklist use (inpatient),Y
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,PINEHURST,NC,Safe surgery checklist use (outpatient),Yes
340037,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,KINGS MOUNTAIN,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340073,DUKE HEALTH RALEIGH HOSPITAL,RALEIGH,NC,Nursing care registry,Y
340097,HUGH CHATHAM MEMORIAL HOSPITAL,ELKIN,NC,Safe surgery checklist use (inpatient),Y
341318,VIDANT CHOWAN HOSPITAL,EDENTON,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340075,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,MORGANTON,NC,Safe surgery checklist use (outpatient),Yes
340090,JOHNSTON HEALTH,SMITHFIELD,NC,Safe surgery checklist use (outpatient),Yes
340126,WILSON MEDICAL CENTER,WILSON,NC,Safe surgery checklist use (outpatient),Yes
340123,RANDOLPH HOSPITAL,ASHEBORO,NC,Able to receive lab results electronically,Yes
340016,HARRIS REGIONAL HOSPITAL,SYLVA,NC,Nursing care registry,N
340039,IREDELL MEMORIAL HOSPITAL INC,STATESVILLE,NC,Safe surgery checklist use (outpatient),Yes
340116,FRYE REGIONAL MEDICAL CENTER,HICKORY,NC,Able to receive lab results electronically,Yes
340071,BETSY JOHNSON REGIONAL  HOSPITAL,DUNN,NC,Safe surgery checklist use (outpatient),Yes
340098,CAROLINAS HEALTHCARE SYSTEM PINEVILLE,CHARLOTTE,NC,Nursing care registry,Y
340131,CAROLINA EAST MEDICAL CENTER,NEW BERN,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340099,VIDANT ROANOKE CHOWAN HOSPITAL,AHOSKIE,NC,Patient Safety Culture,Y
340142,CARTERET GENERAL HOSPITAL,MOREHEAD CITY,NC,Nursing care registry,Y
331317,LEWIS COUNTY GENERAL HOSPITAL,LOWVILLE,NY,Patient Safety Culture,N
340003,NORTHERN HOSPITAL OF SURRY COUNTY,MOUNT AIRY,NC,Able to receive lab results electronically,Yes
340133,MARTIN GENERAL HOSPITAL,WILLIAMSTON,NC,Patient Safety Culture,N
340015,NOVANT HEALTH ROWAN MEDICAL CENTER,SALISBURY,NC,Nursing care registry,Y
340131,CAROLINA EAST MEDICAL CENTER,NEW BERN,NC,Safe surgery checklist use (outpatient),Yes
340142,CARTERET GENERAL HOSPITAL,MOREHEAD CITY,NC,Safe surgery checklist use (inpatient),Y
340099,VIDANT ROANOKE CHOWAN HOSPITAL,AHOSKIE,NC,Able to receive lab results electronically,Yes
340099,VIDANT ROANOKE CHOWAN HOSPITAL,AHOSKIE,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340042,ONSLOW MEMORIAL HOSPITAL,JACKSONVILLE,NC,Patient Safety Culture,Y
340109,SENTARA ALBEMARLE MEDICAL CENTER,ELIZABETH CITY,NC,Safe surgery checklist use (inpatient),Y
340042,ONSLOW MEMORIAL HOSPITAL,JACKSONVILLE,NC,Safe surgery checklist use (outpatient),Yes
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,ASHEVILLE,NC,Safe surgery checklist use (inpatient),Y
340126,WILSON MEDICAL CENTER,WILSON,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340021,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,SHELBY,NC,Nursing care registry,Y
460006,LDS HOSPITAL,SALT LAKE CITY,UT,Nursing care registry,N
340142,CARTERET GENERAL HOSPITAL,MOREHEAD CITY,NC,Able to receive lab results electronically,Yes
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,CHARLOTTE,NC,General Surgery Registry,Y
340085,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,THOMASVILLE,NC,Safe surgery checklist use (inpatient),Y
340023,PARK RIDGE HEALTH,HENDERSONVILLE,NC,Nursing care registry,N
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,WHITEVILLE,NC,Able to receive lab results electronically,Yes
340114,REX HOSPITAL,RALEIGH,NC,Able to receive lab results electronically,Yes
340024,SAMPSON REGIONAL MEDICAL CENTER,CLINTON,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340085,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,THOMASVILLE,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340070,ALAMANCE REGIONAL MEDICAL CENTER,BURLINGTON,NC,General Surgery Registry,N
340073,DUKE HEALTH RALEIGH HOSPITAL,RALEIGH,NC,Patient Safety Culture,Y
340109,SENTARA ALBEMARLE MEDICAL CENTER,ELIZABETH CITY,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340015,NOVANT HEALTH ROWAN MEDICAL CENTER,SALISBURY,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,WHITEVILLE,NC,Patient Safety Culture,Y
340099,VIDANT ROANOKE CHOWAN HOSPITAL,AHOSKIE,NC,General Surgery Registry,N
340090,JOHNSTON HEALTH,SMITHFIELD,NC,Patient Safety Culture,Y
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,PINEHURST,NC,General Surgery Registry,Y
340143,CATAWBA VALLEY MEDICAL CENTER,HICKORY,NC,General Surgery Registry,Y
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,HENDERSONVILLE,NC,Safe surgery checklist use (outpatient),Yes
340123,RANDOLPH HOSPITAL,ASHEBORO,NC,Nursing care registry,N
340141,NEW HANOVER REGIONAL MEDICAL CENTER,WILMINGTON,NC,Able to receive lab results electronically,Yes
340114,REX HOSPITAL,RALEIGH,NC,Patient Safety Culture,Y
340024,SAMPSON REGIONAL MEDICAL CENTER,CLINTON,NC,Patient Safety Culture,N
340008,SCOTLAND MEMORIAL HOSPITAL,LAURINBURG,NC,Patient Safety Culture,Y
340114,REX HOSPITAL,RALEIGH,NC,Nursing care registry,Y
340042,ONSLOW MEMORIAL HOSPITAL,JACKSONVILLE,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340130,CAROLINAS HEALTHCARE SYSTEM UNION,MONROE,NC,Able to receive lab results electronically,Yes
340051,WATAUGA MEDICAL CENTER,BOONE,NC,General Surgery Registry,N
340023,PARK RIDGE HEALTH,HENDERSONVILLE,NC,Patient Safety Culture,Y
340107,VIDANT EDGECOMBE HOSPITAL,TARBORO,NC,General Surgery Registry,N
340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,WINSTON-SALEM,NC,General Surgery Registry,Y
340053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,CHARLOTTE,NC,Able to receive lab results electronically,Yes
340013,RUTHERFORD REGIONAL MEDICAL CENTER,RUTHERFORDTON,NC,Safe surgery checklist use (inpatient),Y
340010,WAYNE MEMORIAL HOSPITAL,GOLDSBORO,NC,General Surgery Registry,N
340015,NOVANT HEALTH ROWAN MEDICAL CENTER,SALISBURY,NC,General Surgery Registry,N
340145,CAROLINAS HEALTHCARE SYSTEM LINCOLN,LINCOLNTON,NC,Able to receive lab results electronically,Yes
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,HENDERSONVILLE,NC,Nursing care registry,Y
340016,HARRIS REGIONAL HOSPITAL,SYLVA,NC,Safe surgery checklist use (inpatient),Y
350002,CHI ST ALEXIUS HEALTH BISMARCK,BISMARCK,ND,Safe surgery checklist use (outpatient),Yes
340008,SCOTLAND MEMORIAL HOSPITAL,LAURINBURG,NC,Safe surgery checklist use (outpatient),Yes
340069,"WAKEMED, RALEIGH CAMPUS",RALEIGH,NC,Able to receive lab results electronically,Yes
340084,CAROLINAS HEALTH CARE SYSTEM ANSON,WADESBORO,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340099,VIDANT ROANOKE CHOWAN HOSPITAL,AHOSKIE,NC,Nursing care registry,Y
340069,"WAKEMED, RALEIGH CAMPUS",RALEIGH,NC,Safe surgery checklist use (inpatient),Y
340041,CALDWELL MEMORIAL HOSPITAL,LENOIR,NC,Patient Safety Culture,N
340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,CHAPEL HILL,NC,Safe surgery checklist use (inpatient),Y
340037,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,KINGS MOUNTAIN,NC,Safe surgery checklist use (inpatient),Y
340129,LAKE NORMAN REGIONAL MEDICAL CENTER,MOORESVILLE,NC,Nursing care registry,N
340016,HARRIS REGIONAL HOSPITAL,SYLVA,NC,Safe surgery checklist use (outpatient),Yes
340041,CALDWELL MEMORIAL HOSPITAL,LENOIR,NC,Safe surgery checklist use (outpatient),Yes
340071,BETSY JOHNSON REGIONAL  HOSPITAL,DUNN,NC,Patient Safety Culture,Y
340116,FRYE REGIONAL MEDICAL CENTER,HICKORY,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340143,CATAWBA VALLEY MEDICAL CENTER,HICKORY,NC,Able to receive lab results electronically,Yes
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,LUMBERTON,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,CHAPEL HILL,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340032,CAROMONT REGIONAL MEDICAL CENTER,GASTONIA,NC,Able to receive lab results electronically,Yes
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,LUMBERTON,NC,Nursing care registry,Y
340023,PARK RIDGE HEALTH,HENDERSONVILLE,NC,General Surgery Registry,N
340120,VIDANT DUPLIN  HOSPITAL,KENANSVILLE,NC,Nursing care registry,N
40154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,CONWAY,AR,Able to receive lab results electronically,Yes
40154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,CONWAY,AR,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
40154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,CONWAY,AR,Safe surgery checklist use (outpatient),Yes
40154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,CONWAY,AR,Patient Safety Culture,Y
40154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,CONWAY,AR,General Surgery Registry,N
40154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,CONWAY,AR,Nursing care registry,N
40154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,CONWAY,AR,Safe surgery checklist use (inpatient),Y
340021,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,SHELBY,NC,Patient Safety Culture,Y
340010,WAYNE MEMORIAL HOSPITAL,GOLDSBORO,NC,Patient Safety Culture,Y
340096,LEXINGTON MEMORIAL HOSPITAL INC,LEXINGTON,NC,General Surgery Registry,N
340130,CAROLINAS HEALTHCARE SYSTEM UNION,MONROE,NC,Safe surgery checklist use (inpatient),Y
340008,SCOTLAND MEMORIAL HOSPITAL,LAURINBURG,NC,General Surgery Registry,N
340071,BETSY JOHNSON REGIONAL  HOSPITAL,DUNN,NC,Able to receive lab results electronically,Yes
340114,REX HOSPITAL,RALEIGH,NC,General Surgery Registry,Y
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,WHITEVILLE,NC,General Surgery Registry,Y
340130,CAROLINAS HEALTHCARE SYSTEM UNION,MONROE,NC,General Surgery Registry,Y
340085,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,THOMASVILLE,NC,Nursing care registry,Y
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,CHARLOTTE,NC,Able to receive lab results electronically,Yes
340039,IREDELL MEMORIAL HOSPITAL INC,STATESVILLE,NC,Able to receive lab results electronically,Yes
331317,LEWIS COUNTY GENERAL HOSPITAL,LOWVILLE,NY,Nursing care registry,N
340020,CENTRAL CAROLINA HOSPITAL,SANFORD,NC,General Surgery Registry,N
340071,BETSY JOHNSON REGIONAL  HOSPITAL,DUNN,NC,Safe surgery checklist use (inpatient),Y
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,HENDERSONVILLE,NC,Able to receive lab results electronically,Yes
340084,CAROLINAS HEALTH CARE SYSTEM ANSON,WADESBORO,NC,Nursing care registry,N
340060,MOREHEAD MEMORIAL HOSPITAL,EDEN,NC,Safe surgery checklist use (outpatient),Yes
340075,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,MORGANTON,NC,General Surgery Registry,N
340087,THE MCDOWELL HOSPITAL,MARION,NC,Safe surgery checklist use (outpatient),Yes
340049,NORTH CAROLINA SPECIALTY HOSPITAL,DURHAM,NC,Safe surgery checklist use (inpatient),Y
340020,CENTRAL CAROLINA HOSPITAL,SANFORD,NC,Nursing care registry,N
340098,CAROLINAS HEALTHCARE SYSTEM PINEVILLE,CHARLOTTE,NC,Able to receive lab results electronically,Yes
340051,WATAUGA MEDICAL CENTER,BOONE,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340027,UNC LENOIR HEALTH CARE,KINSTON,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",No
340073,DUKE HEALTH RALEIGH HOSPITAL,RALEIGH,NC,Safe surgery checklist use (outpatient),Yes
340099,VIDANT ROANOKE CHOWAN HOSPITAL,AHOSKIE,NC,Safe surgery checklist use (outpatient),Yes
340053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,CHARLOTTE,NC,Nursing care registry,Y
340049,NORTH CAROLINA SPECIALTY HOSPITAL,DURHAM,NC,General Surgery Registry,N
340075,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,MORGANTON,NC,Patient Safety Culture,Y
340130,CAROLINAS HEALTHCARE SYSTEM UNION,MONROE,NC,Nursing care registry,Y
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,PINEHURST,NC,Safe surgery checklist use (inpatient),Y
340070,ALAMANCE REGIONAL MEDICAL CENTER,BURLINGTON,NC,Safe surgery checklist use (outpatient),Yes
340064,WILKES REGIONAL MEDICAL CENTER,NORTH WILKESBORO,NC,Safe surgery checklist use (inpatient),Y
340107,VIDANT EDGECOMBE HOSPITAL,TARBORO,NC,Nursing care registry,N
340133,MARTIN GENERAL HOSPITAL,WILLIAMSTON,NC,Safe surgery checklist use (inpatient),Y
340010,WAYNE MEMORIAL HOSPITAL,GOLDSBORO,NC,Safe surgery checklist use (inpatient),Y
340039,IREDELL MEMORIAL HOSPITAL INC,STATESVILLE,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340042,ONSLOW MEMORIAL HOSPITAL,JACKSONVILLE,NC,Able to receive lab results electronically,Yes
340109,SENTARA ALBEMARLE MEDICAL CENTER,ELIZABETH CITY,NC,Patient Safety Culture,N
340021,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,SHELBY,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340013,RUTHERFORD REGIONAL MEDICAL CENTER,RUTHERFORDTON,NC,Safe surgery checklist use (outpatient),Yes
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,CHARLOTTE,NC,Patient Safety Culture,Y
340166,CAROLINAS MED CTR-UNIVERSITY,CHARLOTTE,NC,Nursing care registry,Y
340159,PERSON MEMORIAL HOSPITAL,ROXBORO,NC,Nursing care registry,N
340166,CAROLINAS MED CTR-UNIVERSITY,CHARLOTTE,NC,Safe surgery checklist use (outpatient),Yes
351301,MOUNTRAIL COUNTY MEDICAL CENTER,STANLEY,ND,Nursing care registry,N
340159,PERSON MEMORIAL HOSPITAL,ROXBORO,NC,Safe surgery checklist use (outpatient),Yes
340158,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,SUPPLY,NC,General Surgery Registry,N
341304,VIDANT BERTIE  HOSPITAL,WINDSOR,NC,General Surgery Registry,N
340184,HAYWOOD REGIONAL MEDICAL CENTER,CLYDE,NC,Able to receive lab results electronically,Yes
341316,HIGHLANDS CASHIERS HOSPITAL INC,HIGHLANDS,NC,Safe surgery checklist use (inpatient),Y
341319,"TRANSYLVANIA REGIONAL HOSPITAL, INC",BREVARD,NC,Patient Safety Culture,Y
341329,"BLUE RIDGE REGIONAL HOSPITAL, INC",SPRUCE PINE,NC,Safe surgery checklist use (inpatient),Y
351321,WISHEK COMMUNITY HOSPITAL,WISHEK,ND,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
341304,VIDANT BERTIE  HOSPITAL,WINDSOR,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340145,CAROLINAS HEALTHCARE SYSTEM LINCOLN,LINCOLNTON,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340155,DUKE REGIONAL HOSPITAL,DURHAM,NC,Safe surgery checklist use (inpatient),Y
340166,CAROLINAS MED CTR-UNIVERSITY,CHARLOTTE,NC,Safe surgery checklist use (inpatient),Y
341318,VIDANT CHOWAN HOSPITAL,EDENTON,NC,Able to receive lab results electronically,Yes
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,BEDFORD,TX,Patient Safety Culture,N
341318,VIDANT CHOWAN HOSPITAL,EDENTON,NC,Safe surgery checklist use (inpatient),Y
341319,"TRANSYLVANIA REGIONAL HOSPITAL, INC",BREVARD,NC,Safe surgery checklist use (inpatient),Y
340158,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,SUPPLY,NC,Safe surgery checklist use (inpatient),Y
340148,NOVANT HEALTH MEDICAL PARK HOSPITAL,WINSTON-SALEM,NC,Multispecialty surgical registry,Y
350070,ESSENTIA HEALTH-FARGO,FARGO,ND,Nursing care registry,N
341328,MURPHY MEDICAL CENTER INC,MURPHY,NC,Safe surgery checklist use (inpatient),Y
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,PORT ARTHUR,TX,Patient Safety Culture,Y
340148,NOVANT HEALTH MEDICAL PARK HOSPITAL,WINSTON-SALEM,NC,Patient Safety Culture,Y
350002,CHI ST ALEXIUS HEALTH BISMARCK,BISMARCK,ND,Able to receive lab results electronically,Yes
340159,PERSON MEMORIAL HOSPITAL,ROXBORO,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
341316,HIGHLANDS CASHIERS HOSPITAL INC,HIGHLANDS,NC,Nursing care registry,Y
340183,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,HUNTERSVILLE,NC,General Surgery Registry,N
340151,HALIFAX REGIONAL MEDICAL CENTER INC,ROANOKE RAPIDS,NC,Nursing care registry,N
341326,ANGEL MEDICAL CENTER,FRANKLIN,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
350011,SANFORD MEDICAL CENTER FARGO,FARGO,ND,General Surgery Registry,Y
341316,HIGHLANDS CASHIERS HOSPITAL INC,HIGHLANDS,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
341326,ANGEL MEDICAL CENTER,FRANKLIN,NC,Patient Safety Culture,Y
340147,NASH GENERAL HOSPITAL,ROCKY MOUNT,NC,Safe surgery checklist use (inpatient),Y
340159,PERSON MEMORIAL HOSPITAL,ROXBORO,NC,Patient Safety Culture,Y
340186,VIDANT BEAUFORT HOSPITAL,WASHINGTON,NC,Safe surgery checklist use (inpatient),Y
350011,SANFORD MEDICAL CENTER FARGO,FARGO,ND,Patient Safety Culture,N
340173,"WAKEMED, CARY HOSPITAL",CARY,NC,General Surgery Registry,N
351309,SANFORD MAYVILLE,MAYVILLE,ND,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
340183,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,HUNTERSVILLE,NC,Patient Safety Culture,Y
351301,MOUNTRAIL COUNTY MEDICAL CENTER,STANLEY,ND,Safe surgery checklist use (inpatient),N
340186,VIDANT BEAUFORT HOSPITAL,WASHINGTON,NC,"Able to track patients’ lab results, tests, and referrals electronically between visits",Yes
41324,CHI ST VINCENT MORRILTON,MORRILTON,AR,Nursing care registry,Y
350011,SANFORD MEDICAL CENTER FARGO,FARGO,ND,Able to receive lab results electronically,Yes
