Provider_ID,Hospital_Name,State,Claim_Type,AvgSpendPerEpHosp
110234,SGMC BERRIEN CAMPUS,GA,Hospice,188.33333333333334
110234,SGMC BERRIEN CAMPUS,GA,Inpatient,2684.0
110234,SGMC BERRIEN CAMPUS,GA,Outpatient,84.33333333333333
110234,SGMC BERRIEN CAMPUS,GA,Skilled Nursing Facility,867.3333333333334
110234,SGMC BERRIEN CAMPUS,GA,Total,13234.0
110236,CORNERSTONE MEDICAL CENTER,GA,Carrier,505.6666666666667
110236,CORNERSTONE MEDICAL CENTER,GA,Durable Medical Equipment,22.0
110236,CORNERSTONE MEDICAL CENTER,GA,Home Health Agency,110.33333333333333
110236,CORNERSTONE MEDICAL CENTER,GA,Hospice,1.3333333333333333
110236,CORNERSTONE MEDICAL CENTER,GA,Inpatient,2568.0
110236,CORNERSTONE MEDICAL CENTER,GA,Outpatient,177.0
110236,CORNERSTONE MEDICAL CENTER,GA,Skilled Nursing Facility,628.6666666666666
110236,CORNERSTONE MEDICAL CENTER,GA,Total,12039.0
120001,THE QUEENS MEDICAL CENTER,HI,Carrier,1216.3333333333333
120001,THE QUEENS MEDICAL CENTER,HI,Durable Medical Equipment,26.666666666666668
120001,THE QUEENS MEDICAL CENTER,HI,Home Health Agency,82.33333333333333
120001,THE QUEENS MEDICAL CENTER,HI,Hospice,51.0
120001,THE QUEENS MEDICAL CENTER,HI,Inpatient,4717.666666666667
120001,THE QUEENS MEDICAL CENTER,HI,Outpatient,339.3333333333333
120001,THE QUEENS MEDICAL CENTER,HI,Skilled Nursing Facility,789.0
120001,THE QUEENS MEDICAL CENTER,HI,Total,21667.0
120002,MAUI MEMORIAL MEDICAL CENTER,HI,Carrier,968.3333333333334
120002,MAUI MEMORIAL MEDICAL CENTER,HI,Durable Medical Equipment,23.333333333333332
120002,MAUI MEMORIAL MEDICAL CENTER,HI,Home Health Agency,158.66666666666666
120002,MAUI MEMORIAL MEDICAL CENTER,HI,Hospice,66.66666666666667
120002,MAUI MEMORIAL MEDICAL CENTER,HI,Inpatient,3994.3333333333335
120002,MAUI MEMORIAL MEDICAL CENTER,HI,Outpatient,301.0
120002,MAUI MEMORIAL MEDICAL CENTER,HI,Skilled Nursing Facility,235.66666666666666
120002,MAUI MEMORIAL MEDICAL CENTER,HI,Total,17245.0
120004,WAHIAWA GENERAL HOSPITAL,HI,Carrier,680.3333333333334
120004,WAHIAWA GENERAL HOSPITAL,HI,Durable Medical Equipment,6.666666666666667
120004,WAHIAWA GENERAL HOSPITAL,HI,Home Health Agency,87.66666666666667
120004,WAHIAWA GENERAL HOSPITAL,HI,Hospice,51.333333333333336
120004,WAHIAWA GENERAL HOSPITAL,HI,Inpatient,3130.0
120004,WAHIAWA GENERAL HOSPITAL,HI,Outpatient,268.6666666666667
120004,WAHIAWA GENERAL HOSPITAL,HI,Skilled Nursing Facility,963.0
120004,WAHIAWA GENERAL HOSPITAL,HI,Total,15563.0
120005,HILO MEDICAL CENTER,HI,Carrier,707.3333333333334
120005,HILO MEDICAL CENTER,HI,Durable Medical Equipment,21.333333333333332
120005,HILO MEDICAL CENTER,HI,Home Health Agency,7.333333333333333
120005,HILO MEDICAL CENTER,HI,Hospice,47.0
120005,HILO MEDICAL CENTER,HI,Inpatient,3199.0
120005,HILO MEDICAL CENTER,HI,Outpatient,198.33333333333334
120005,HILO MEDICAL CENTER,HI,Skilled Nursing Facility,1128.0
120005,HILO MEDICAL CENTER,HI,Total,15925.0
120006,CASTLE MEDICAL CENTER,HI,Carrier,970.6666666666666
120006,CASTLE MEDICAL CENTER,HI,Durable Medical Equipment,15.666666666666666
120006,CASTLE MEDICAL CENTER,HI,Home Health Agency,138.66666666666666
120006,CASTLE MEDICAL CENTER,HI,Hospice,70.0
120006,CASTLE MEDICAL CENTER,HI,Inpatient,3804.0
120006,CASTLE MEDICAL CENTER,HI,Outpatient,288.3333333333333
120006,CASTLE MEDICAL CENTER,HI,Skilled Nursing Facility,662.6666666666666
120006,CASTLE MEDICAL CENTER,HI,Total,17850.0
120007,KUAKINI MEDICAL CENTER,HI,Carrier,1022.0
120007,KUAKINI MEDICAL CENTER,HI,Durable Medical Equipment,5.666666666666667
120007,KUAKINI MEDICAL CENTER,HI,Home Health Agency,82.66666666666667
120007,KUAKINI MEDICAL CENTER,HI,Hospice,87.0
120007,KUAKINI MEDICAL CENTER,HI,Inpatient,4718.0
120007,KUAKINI MEDICAL CENTER,HI,Outpatient,222.33333333333334
120007,KUAKINI MEDICAL CENTER,HI,Skilled Nursing Facility,1480.6666666666667
120007,KUAKINI MEDICAL CENTER,HI,Total,22855.0
120011,KAISER FOUNDATION HOSPITAL,HI,Carrier,752.3333333333334
120011,KAISER FOUNDATION HOSPITAL,HI,Durable Medical Equipment,21.666666666666668
120011,KAISER FOUNDATION HOSPITAL,HI,Home Health Agency,103.33333333333333
120011,KAISER FOUNDATION HOSPITAL,HI,Hospice,63.333333333333336
120011,KAISER FOUNDATION HOSPITAL,HI,Inpatient,4102.666666666667
120011,KAISER FOUNDATION HOSPITAL,HI,Outpatient,343.3333333333333
120011,KAISER FOUNDATION HOSPITAL,HI,Skilled Nursing Facility,191.66666666666666
120011,KAISER FOUNDATION HOSPITAL,HI,Total,16736.0
120014,WILCOX MEMORIAL HOSPITAL,HI,Carrier,805.0
120014,WILCOX MEMORIAL HOSPITAL,HI,Durable Medical Equipment,13.0
120014,WILCOX MEMORIAL HOSPITAL,HI,Home Health Agency,97.66666666666667
120014,WILCOX MEMORIAL HOSPITAL,HI,Hospice,33.0
120014,WILCOX MEMORIAL HOSPITAL,HI,Inpatient,3499.3333333333335
120014,WILCOX MEMORIAL HOSPITAL,HI,Outpatient,187.33333333333334
120014,WILCOX MEMORIAL HOSPITAL,HI,Skilled Nursing Facility,992.3333333333334
120014,WILCOX MEMORIAL HOSPITAL,HI,Total,16883.0
120019,KONA COMMUNITY HOSPITAL,HI,Carrier,676.6666666666666
120019,KONA COMMUNITY HOSPITAL,HI,Durable Medical Equipment,9.333333333333334
120019,KONA COMMUNITY HOSPITAL,HI,Home Health Agency,39.666666666666664
120019,KONA COMMUNITY HOSPITAL,HI,Hospice,51.666666666666664
120019,KONA COMMUNITY HOSPITAL,HI,Inpatient,2954.0
120019,KONA COMMUNITY HOSPITAL,HI,Outpatient,131.0
120019,KONA COMMUNITY HOSPITAL,HI,Skilled Nursing Facility,1187.3333333333333
120019,KONA COMMUNITY HOSPITAL,HI,Total,15149.0
120022,STRAUB CLINIC AND HOSPITAL,HI,Carrier,1158.3333333333333
120022,STRAUB CLINIC AND HOSPITAL,HI,Durable Medical Equipment,14.0
120022,STRAUB CLINIC AND HOSPITAL,HI,Home Health Agency,79.66666666666667
120022,STRAUB CLINIC AND HOSPITAL,HI,Hospice,90.33333333333333
120022,STRAUB CLINIC AND HOSPITAL,HI,Inpatient,4967.333333333333
120022,STRAUB CLINIC AND HOSPITAL,HI,Outpatient,357.6666666666667
120022,STRAUB CLINIC AND HOSPITAL,HI,Skilled Nursing Facility,640.3333333333334
120022,STRAUB CLINIC AND HOSPITAL,HI,Total,21925.0
120026,PALI MOMI MEDICAL CENTER,HI,Carrier,954.6666666666666
120026,PALI MOMI MEDICAL CENTER,HI,Durable Medical Equipment,14.333333333333334
120026,PALI MOMI MEDICAL CENTER,HI,Home Health Agency,123.0
120026,PALI MOMI MEDICAL CENTER,HI,Hospice,56.333333333333336
120026,PALI MOMI MEDICAL CENTER,HI,Inpatient,4105.666666666667
120026,PALI MOMI MEDICAL CENTER,HI,Outpatient,344.6666666666667
120026,PALI MOMI MEDICAL CENTER,HI,Skilled Nursing Facility,1028.6666666666667
120026,PALI MOMI MEDICAL CENTER,HI,Total,19883.0
120028,NORTH HAWAII COMMUNITY HOSPITAL,HI,Carrier,728.0
120028,NORTH HAWAII COMMUNITY HOSPITAL,HI,Durable Medical Equipment,23.0
120028,NORTH HAWAII COMMUNITY HOSPITAL,HI,Home Health Agency,99.66666666666667
120028,NORTH HAWAII COMMUNITY HOSPITAL,HI,Hospice,17.666666666666668
120028,NORTH HAWAII COMMUNITY HOSPITAL,HI,Inpatient,3319.6666666666665
120028,NORTH HAWAII COMMUNITY HOSPITAL,HI,Outpatient,188.66666666666666
120028,NORTH HAWAII COMMUNITY HOSPITAL,HI,Skilled Nursing Facility,694.3333333333334
120028,NORTH HAWAII COMMUNITY HOSPITAL,HI,Total,15213.0
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,Carrier,734.3333333333334
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,Durable Medical Equipment,32.333333333333336
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,Home Health Agency,261.3333333333333
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,Hospice,59.0
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,Inpatient,4072.3333333333335
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,Outpatient,425.6666666666667
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,Skilled Nursing Facility,869.6666666666666
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,Total,19364.0
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,Carrier,861.0
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,Durable Medical Equipment,31.0
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,Home Health Agency,84.0
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,Hospice,20.333333333333332
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,Inpatient,3869.6666666666665
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,Outpatient,391.0
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,Skilled Nursing Facility,1475.0
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,Total,20193.0
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,Carrier,877.0
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,Durable Medical Equipment,43.333333333333336
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,Home Health Agency,239.66666666666666
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,Hospice,59.0
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,Inpatient,4323.666666666667
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,Outpatient,396.0
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,Skilled Nursing Facility,647.6666666666666
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,Total,19759.0
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,Carrier,1048.0
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,Durable Medical Equipment,44.0
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,Home Health Agency,230.66666666666666
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,Hospice,36.333333333333336
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,Inpatient,4459.666666666667
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,Outpatient,365.3333333333333
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,Skilled Nursing Facility,835.0
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,Total,21057.0
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,Carrier,764.6666666666666
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,Durable Medical Equipment,41.333333333333336
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,Home Health Agency,341.3333333333333
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,Hospice,54.666666666666664
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,Inpatient,3548.3333333333335
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,Outpatient,302.6666666666667
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,Skilled Nursing Facility,746.3333333333334
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,Total,17396.0
130014,WEST VALLEY MEDICAL CENTER,ID,Carrier,776.6666666666666
130014,WEST VALLEY MEDICAL CENTER,ID,Durable Medical Equipment,51.0
130014,WEST VALLEY MEDICAL CENTER,ID,Home Health Agency,197.0
130014,WEST VALLEY MEDICAL CENTER,ID,Hospice,24.333333333333332
130014,WEST VALLEY MEDICAL CENTER,ID,Inpatient,3861.3333333333335
130014,WEST VALLEY MEDICAL CENTER,ID,Outpatient,332.6666666666667
130014,WEST VALLEY MEDICAL CENTER,ID,Skilled Nursing Facility,1022.6666666666666
130014,WEST VALLEY MEDICAL CENTER,ID,Total,18796.0
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,Carrier,946.6666666666666
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,Durable Medical Equipment,47.333333333333336
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,Home Health Agency,290.6666666666667
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,Hospice,33.666666666666664
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,Inpatient,4232.333333333333
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,Outpatient,391.0
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,Skilled Nursing Facility,973.0
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,Total,20743.0
130025,MADISON MEMORIAL HOSPITAL,ID,Carrier,594.6666666666666
130025,MADISON MEMORIAL HOSPITAL,ID,Durable Medical Equipment,39.666666666666664
130025,MADISON MEMORIAL HOSPITAL,ID,Home Health Agency,238.66666666666666
130025,MADISON MEMORIAL HOSPITAL,ID,Hospice,44.666666666666664
130025,MADISON MEMORIAL HOSPITAL,ID,Inpatient,3096.3333333333335
130025,MADISON MEMORIAL HOSPITAL,ID,Outpatient,217.66666666666666
130025,MADISON MEMORIAL HOSPITAL,ID,Skilled Nursing Facility,1940.0
130025,MADISON MEMORIAL HOSPITAL,ID,Total,18516.0
130028,PORTNEUF MEDICAL CENTER,ID,Carrier,811.6666666666666
130028,PORTNEUF MEDICAL CENTER,ID,Durable Medical Equipment,32.333333333333336
130028,PORTNEUF MEDICAL CENTER,ID,Home Health Agency,429.6666666666667
130028,PORTNEUF MEDICAL CENTER,ID,Hospice,47.0
130028,PORTNEUF MEDICAL CENTER,ID,Inpatient,4163.333333333333
130028,PORTNEUF MEDICAL CENTER,ID,Outpatient,363.3333333333333
130028,PORTNEUF MEDICAL CENTER,ID,Skilled Nursing Facility,932.3333333333334
130028,PORTNEUF MEDICAL CENTER,ID,Total,20339.0
130049,KOOTENAI HEALTH,ID,Carrier,986.0
130049,KOOTENAI HEALTH,ID,Durable Medical Equipment,39.0
130049,KOOTENAI HEALTH,ID,Home Health Agency,262.3333333333333
130049,KOOTENAI HEALTH,ID,Hospice,34.0
130049,KOOTENAI HEALTH,ID,Inpatient,4396.666666666667
130049,KOOTENAI HEALTH,ID,Outpatient,356.0
130049,KOOTENAI HEALTH,ID,Skilled Nursing Facility,991.6666666666666
130049,KOOTENAI HEALTH,ID,Total,21198.0
130063,TREASURE VALLEY HOSPITAL,ID,Carrier,1161.0
130063,TREASURE VALLEY HOSPITAL,ID,Durable Medical Equipment,139.66666666666666
130063,TREASURE VALLEY HOSPITAL,ID,Home Health Agency,105.33333333333333
130063,TREASURE VALLEY HOSPITAL,ID,Hospice,0.0
130063,TREASURE VALLEY HOSPITAL,ID,Inpatient,5307.333333333333
130063,TREASURE VALLEY HOSPITAL,ID,Outpatient,122.0
130063,TREASURE VALLEY HOSPITAL,ID,Skilled Nursing Facility,0.0
130063,TREASURE VALLEY HOSPITAL,ID,Total,20506.0
130065,MOUNTAIN VIEW HOSPITAL,ID,Carrier,819.6666666666666
130065,MOUNTAIN VIEW HOSPITAL,ID,Durable Medical Equipment,54.333333333333336
130065,MOUNTAIN VIEW HOSPITAL,ID,Home Health Agency,445.6666666666667
130065,MOUNTAIN VIEW HOSPITAL,ID,Hospice,0.0
130065,MOUNTAIN VIEW HOSPITAL,ID,Inpatient,4469.666666666667
130065,MOUNTAIN VIEW HOSPITAL,ID,Outpatient,200.66666666666666
130065,MOUNTAIN VIEW HOSPITAL,ID,Skilled Nursing Facility,840.6666666666666
130065,MOUNTAIN VIEW HOSPITAL,ID,Total,20493.0
130066,NORTHWEST SPECIALTY HOSPITAL,ID,Carrier,958.6666666666666
130066,NORTHWEST SPECIALTY HOSPITAL,ID,Durable Medical Equipment,75.33333333333333
130066,NORTHWEST SPECIALTY HOSPITAL,ID,Home Health Agency,311.6666666666667
130066,NORTHWEST SPECIALTY HOSPITAL,ID,Hospice,0.0
130066,NORTHWEST SPECIALTY HOSPITAL,ID,Inpatient,4715.0
130066,NORTHWEST SPECIALTY HOSPITAL,ID,Outpatient,79.0
130066,NORTHWEST SPECIALTY HOSPITAL,ID,Skilled Nursing Facility,487.0
130066,NORTHWEST SPECIALTY HOSPITAL,ID,Total,19880.0
140001,GRAHAM HOSPITAL ASSOCIATION,IL,Carrier,518.6666666666666
140001,GRAHAM HOSPITAL ASSOCIATION,IL,Durable Medical Equipment,23.333333333333332
140001,GRAHAM HOSPITAL ASSOCIATION,IL,Home Health Agency,95.33333333333333
140001,GRAHAM HOSPITAL ASSOCIATION,IL,Hospice,26.666666666666668
140001,GRAHAM HOSPITAL ASSOCIATION,IL,Inpatient,2789.3333333333335
140001,GRAHAM HOSPITAL ASSOCIATION,IL,Outpatient,212.66666666666666
140001,GRAHAM HOSPITAL ASSOCIATION,IL,Skilled Nursing Facility,1457.6666666666667
140001,GRAHAM HOSPITAL ASSOCIATION,IL,Total,15372.0
140002,ALTON MEMORIAL HOSPITAL,IL,Carrier,663.6666666666666
140002,ALTON MEMORIAL HOSPITAL,IL,Durable Medical Equipment,34.333333333333336
140002,ALTON MEMORIAL HOSPITAL,IL,Home Health Agency,183.66666666666666
140002,ALTON MEMORIAL HOSPITAL,IL,Hospice,53.0
140002,ALTON MEMORIAL HOSPITAL,IL,Inpatient,3289.3333333333335
140002,ALTON MEMORIAL HOSPITAL,IL,Outpatient,398.3333333333333
140002,ALTON MEMORIAL HOSPITAL,IL,Skilled Nursing Facility,963.6666666666666
140002,ALTON MEMORIAL HOSPITAL,IL,Total,16757.0
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,IL,Carrier,1204.6666666666667
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,IL,Durable Medical Equipment,29.666666666666668
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,IL,Home Health Agency,214.33333333333334
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,IL,Hospice,42.333333333333336
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,IL,Inpatient,4036.6666666666665
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,IL,Outpatient,273.6666666666667
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,IL,Skilled Nursing Facility,1180.0
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,IL,Total,20945.0
140008,GOTTLIEB MEMORIAL HOSPITAL,IL,Carrier,1076.0
140008,GOTTLIEB MEMORIAL HOSPITAL,IL,Durable Medical Equipment,24.0
140008,GOTTLIEB MEMORIAL HOSPITAL,IL,Home Health Agency,260.6666666666667
140008,GOTTLIEB MEMORIAL HOSPITAL,IL,Hospice,12.666666666666666
140008,GOTTLIEB MEMORIAL HOSPITAL,IL,Inpatient,3629.6666666666665
140008,GOTTLIEB MEMORIAL HOSPITAL,IL,Outpatient,233.0
140008,GOTTLIEB MEMORIAL HOSPITAL,IL,Skilled Nursing Facility,1329.3333333333333
140008,GOTTLIEB MEMORIAL HOSPITAL,IL,Total,19696.0
140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,IL,Carrier,1064.3333333333333
140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,IL,Durable Medical Equipment,25.0
140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,IL,Home Health Agency,251.33333333333334
140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,IL,Hospice,35.666666666666664
140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,IL,Inpatient,3728.0
140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,IL,Outpatient,291.3333333333333
140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,IL,Skilled Nursing Facility,1576.6666666666667
140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,IL,Total,20917.0
140011,SOUTHERN ILLINOIS HOSPITAL SERVICES DBA HERRIN HOSPITAL,IL,Carrier,780.0
140011,SOUTHERN ILLINOIS HOSPITAL SERVICES DBA HERRIN HOSPITAL,IL,Durable Medical Equipment,38.666666666666664
140011,SOUTHERN ILLINOIS HOSPITAL SERVICES DBA HERRIN HOSPITAL,IL,Home Health Agency,190.66666666666666
140011,SOUTHERN ILLINOIS HOSPITAL SERVICES DBA HERRIN HOSPITAL,IL,Hospice,26.666666666666668
140011,SOUTHERN ILLINOIS HOSPITAL SERVICES DBA HERRIN HOSPITAL,IL,Inpatient,3621.6666666666665
140011,SOUTHERN ILLINOIS HOSPITAL SERVICES DBA HERRIN HOSPITAL,IL,Outpatient,317.0
140011,SOUTHERN ILLINOIS HOSPITAL SERVICES DBA HERRIN HOSPITAL,IL,Skilled Nursing Facility,1092.6666666666667
140011,SOUTHERN ILLINOIS HOSPITAL SERVICES DBA HERRIN HOSPITAL,IL,Total,18202.0
140012,KATHERINE SHAW BETHEA HOSPITAL,IL,Carrier,715.0
140012,KATHERINE SHAW BETHEA HOSPITAL,IL,Durable Medical Equipment,21.333333333333332
140012,KATHERINE SHAW BETHEA HOSPITAL,IL,Home Health Agency,92.66666666666667
140012,KATHERINE SHAW BETHEA HOSPITAL,IL,Hospice,40.333333333333336
140012,KATHERINE SHAW BETHEA HOSPITAL,IL,Inpatient,3138.3333333333335
140012,KATHERINE SHAW BETHEA HOSPITAL,IL,Outpatient,279.0
140012,KATHERINE SHAW BETHEA HOSPITAL,IL,Skilled Nursing Facility,1035.3333333333333
140012,KATHERINE SHAW BETHEA HOSPITAL,IL,Total,15966.0
140013,PROCTOR HOSPITAL,IL,Carrier,815.6666666666666
140013,PROCTOR HOSPITAL,IL,Durable Medical Equipment,23.666666666666668
140013,PROCTOR HOSPITAL,IL,Home Health Agency,147.0
140013,PROCTOR HOSPITAL,IL,Hospice,54.0
140013,PROCTOR HOSPITAL,IL,Inpatient,3581.6666666666665
140013,PROCTOR HOSPITAL,IL,Outpatient,181.33333333333334
140013,PROCTOR HOSPITAL,IL,Skilled Nursing Facility,1254.0
140013,PROCTOR HOSPITAL,IL,Total,18171.0
140015,BLESSING HOSPITAL,IL,Carrier,877.3333333333334
140015,BLESSING HOSPITAL,IL,Durable Medical Equipment,47.666666666666664
140015,BLESSING HOSPITAL,IL,Home Health Agency,173.66666666666666
140015,BLESSING HOSPITAL,IL,Hospice,22.0
140015,BLESSING HOSPITAL,IL,Inpatient,3740.0
140015,BLESSING HOSPITAL,IL,Outpatient,307.3333333333333
140015,BLESSING HOSPITAL,IL,Skilled Nursing Facility,889.0
140015,BLESSING HOSPITAL,IL,Total,18174.0
140018,MT SINAI HOSPITAL MEDICAL CENTER,IL,Carrier,1009.6666666666666
140018,MT SINAI HOSPITAL MEDICAL CENTER,IL,Durable Medical Equipment,27.0
140018,MT SINAI HOSPITAL MEDICAL CENTER,IL,Home Health Agency,202.33333333333334
140018,MT SINAI HOSPITAL MEDICAL CENTER,IL,Hospice,13.0
140018,MT SINAI HOSPITAL MEDICAL CENTER,IL,Inpatient,4282.666666666667
140018,MT SINAI HOSPITAL MEDICAL CENTER,IL,Outpatient,344.6666666666667
140018,MT SINAI HOSPITAL MEDICAL CENTER,IL,Skilled Nursing Facility,646.0
140018,MT SINAI HOSPITAL MEDICAL CENTER,IL,Total,19576.0
140019,SHELBY MEMORIAL HOSPITAL,IL,Carrier,519.3333333333334
140019,SHELBY MEMORIAL HOSPITAL,IL,Durable Medical Equipment,28.0
140019,SHELBY MEMORIAL HOSPITAL,IL,Home Health Agency,105.0
140019,SHELBY MEMORIAL HOSPITAL,IL,Hospice,49.0
140019,SHELBY MEMORIAL HOSPITAL,IL,Inpatient,2281.0
140019,SHELBY MEMORIAL HOSPITAL,IL,Outpatient,236.0
140019,SHELBY MEMORIAL HOSPITAL,IL,Skilled Nursing Facility,1519.0
140019,SHELBY MEMORIAL HOSPITAL,IL,Total,14212.0
140029,COPLEY MEMORIAL HOSPITAL,IL,Carrier,1101.3333333333333
140029,COPLEY MEMORIAL HOSPITAL,IL,Durable Medical Equipment,43.0
140029,COPLEY MEMORIAL HOSPITAL,IL,Home Health Agency,271.3333333333333
140029,COPLEY MEMORIAL HOSPITAL,IL,Hospice,32.0
140029,COPLEY MEMORIAL HOSPITAL,IL,Inpatient,4083.6666666666665
140029,COPLEY MEMORIAL HOSPITAL,IL,Outpatient,316.3333333333333
140029,COPLEY MEMORIAL HOSPITAL,IL,Skilled Nursing Facility,1364.6666666666667
140029,COPLEY MEMORIAL HOSPITAL,IL,Total,21638.0
140030,ADVOCATE SHERMAN HOSPITAL,IL,Carrier,1204.3333333333333
140030,ADVOCATE SHERMAN HOSPITAL,IL,Durable Medical Equipment,29.666666666666668
140030,ADVOCATE SHERMAN HOSPITAL,IL,Home Health Agency,206.33333333333334
140030,ADVOCATE SHERMAN HOSPITAL,IL,Hospice,27.333333333333332
140030,ADVOCATE SHERMAN HOSPITAL,IL,Inpatient,4169.666666666667
140030,ADVOCATE SHERMAN HOSPITAL,IL,Outpatient,246.66666666666666
140030,ADVOCATE SHERMAN HOSPITAL,IL,Skilled Nursing Facility,854.3333333333334
140030,ADVOCATE SHERMAN HOSPITAL,IL,Total,20214.0
140032,ST ANTHONYS MEMORIAL HOSPITAL,IL,Carrier,734.3333333333334
140032,ST ANTHONYS MEMORIAL HOSPITAL,IL,Durable Medical Equipment,48.0
140032,ST ANTHONYS MEMORIAL HOSPITAL,IL,Home Health Agency,203.66666666666666
140032,ST ANTHONYS MEMORIAL HOSPITAL,IL,Hospice,12.0
140032,ST ANTHONYS MEMORIAL HOSPITAL,IL,Inpatient,3393.0
140032,ST ANTHONYS MEMORIAL HOSPITAL,IL,Outpatient,294.3333333333333
140032,ST ANTHONYS MEMORIAL HOSPITAL,IL,Skilled Nursing Facility,1266.0
140032,ST ANTHONYS MEMORIAL HOSPITAL,IL,Total,17855.0
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,IL,Carrier,682.3333333333334
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,IL,Durable Medical Equipment,58.333333333333336
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,IL,Home Health Agency,165.66666666666666
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,IL,Hospice,17.333333333333332
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,IL,Inpatient,2831.6666666666665
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,IL,Outpatient,256.3333333333333
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,IL,Skilled Nursing Facility,1223.0
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,IL,Total,15705.0
140040,GALESBURG COTTAGE HOSPITAL,IL,Carrier,808.3333333333334
140040,GALESBURG COTTAGE HOSPITAL,IL,Durable Medical Equipment,22.333333333333332
