Provider_ID,Hospital_Name,State,AvgSpendPerEpHosp,Claim_DurableMedicalEquip,Claim_HomeHealthAg,Claim_Type_Hospice,Claim_Type_Inpatient,Claim_Type_Outpatient,Claim_SkilledNursFaclty,Claim_Type_Total
110192,EASTSIDE MEDICAL CENTER,GA,79.0,0,0,1,0,0,0,0
110192,EASTSIDE MEDICAL CENTER,GA,3970.3333333333335,0,0,0,1,0,0,0
110192,EASTSIDE MEDICAL CENTER,GA,228.66666666666666,0,0,0,0,1,0,0
110192,EASTSIDE MEDICAL CENTER,GA,904.3333333333334,0,0,0,0,0,1,0
110192,EASTSIDE MEDICAL CENTER,GA,19768.0,0,0,0,0,0,0,1
110194,DONALSONVILLE HOSPITAL INC,GA,460.0,0,0,0,0,0,0,0
110194,DONALSONVILLE HOSPITAL INC,GA,17.666666666666668,1,0,0,0,0,0,0
110194,DONALSONVILLE HOSPITAL INC,GA,200.33333333333334,0,1,0,0,0,0,0
110194,DONALSONVILLE HOSPITAL INC,GA,16.666666666666668,0,0,1,0,0,0,0
110194,DONALSONVILLE HOSPITAL INC,GA,2504.3333333333335,0,0,0,1,0,0,0
110194,DONALSONVILLE HOSPITAL INC,GA,92.66666666666667,0,0,0,0,1,0,0
110194,DONALSONVILLE HOSPITAL INC,GA,260.0,0,0,0,0,0,1,0
110194,DONALSONVILLE HOSPITAL INC,GA,10655.0,0,0,0,0,0,0,1
110198,WELLSTAR NORTH FULTON HOSPITAL,GA,1126.3333333333333,0,0,0,0,0,0,0
110198,WELLSTAR NORTH FULTON HOSPITAL,GA,29.666666666666668,1,0,0,0,0,0,0
110198,WELLSTAR NORTH FULTON HOSPITAL,GA,261.6666666666667,0,1,0,0,0,0,0
110198,WELLSTAR NORTH FULTON HOSPITAL,GA,89.33333333333333,0,0,1,0,0,0,0
110198,WELLSTAR NORTH FULTON HOSPITAL,GA,3737.6666666666665,0,0,0,1,0,0,0
110198,WELLSTAR NORTH FULTON HOSPITAL,GA,246.0,0,0,0,0,1,0,0
110198,WELLSTAR NORTH FULTON HOSPITAL,GA,1068.0,0,0,0,0,0,1,0
110198,WELLSTAR NORTH FULTON HOSPITAL,GA,19678.0,0,0,0,0,0,0,1
110200,NORTHSIDE MEDICAL CENTER,GA,1351.6666666666667,0,0,0,0,0,0,0
110200,NORTHSIDE MEDICAL CENTER,GA,142.33333333333334,1,0,0,0,0,0,0
110200,NORTHSIDE MEDICAL CENTER,GA,398.3333333333333,0,1,0,0,0,0,0
110200,NORTHSIDE MEDICAL CENTER,GA,0.0,0,0,1,0,0,0,0
110200,NORTHSIDE MEDICAL CENTER,GA,6183.0,0,0,0,1,0,0,0
110200,NORTHSIDE MEDICAL CENTER,GA,87.0,0,0,0,0,1,0,0
110200,NORTHSIDE MEDICAL CENTER,GA,420.6666666666667,0,0,0,0,0,1,0
110200,NORTHSIDE MEDICAL CENTER,GA,25750.0,0,0,0,0,0,0,1
110201,COLISEUM NORTHSIDE HOSPITAL,GA,986.6666666666666,0,0,0,0,0,0,0
110201,COLISEUM NORTHSIDE HOSPITAL,GA,73.66666666666667,1,0,0,0,0,0,0
110201,COLISEUM NORTHSIDE HOSPITAL,GA,353.0,0,1,0,0,0,0,0
110201,COLISEUM NORTHSIDE HOSPITAL,GA,35.333333333333336,0,0,1,0,0,0,0
110201,COLISEUM NORTHSIDE HOSPITAL,GA,4460.333333333333,0,0,0,1,0,0,0
110201,COLISEUM NORTHSIDE HOSPITAL,GA,125.66666666666667,0,0,0,0,1,0,0
110201,COLISEUM NORTHSIDE HOSPITAL,GA,1049.6666666666667,0,0,0,0,0,1,0
110201,COLISEUM NORTHSIDE HOSPITAL,GA,21254.0,0,0,0,0,0,0,1
110209,TURNING POINT HOSPITAL,GA,630.0,0,0,0,0,0,0,0
110209,TURNING POINT HOSPITAL,GA,4.666666666666667,1,0,0,0,0,0,0
110209,TURNING POINT HOSPITAL,GA,0.6666666666666666,0,1,0,0,0,0,0
110209,TURNING POINT HOSPITAL,GA,0.0,0,0,1,0,0,0,0
110209,TURNING POINT HOSPITAL,GA,3150.6666666666665,0,0,0,1,0,0,0
110209,TURNING POINT HOSPITAL,GA,1551.6666666666667,0,0,0,0,1,0,0
110209,TURNING POINT HOSPITAL,GA,14.333333333333334,0,0,0,0,0,1,0
110209,TURNING POINT HOSPITAL,GA,16056.0,0,0,0,0,0,0,1
110215,PIEDMONT FAYETTE HOSPITAL,GA,1000.6666666666666,0,0,0,0,0,0,0
110215,PIEDMONT FAYETTE HOSPITAL,GA,35.333333333333336,1,0,0,0,0,0,0
110215,PIEDMONT FAYETTE HOSPITAL,GA,260.6666666666667,0,1,0,0,0,0,0
110215,PIEDMONT FAYETTE HOSPITAL,GA,70.66666666666667,0,0,1,0,0,0,0
110215,PIEDMONT FAYETTE HOSPITAL,GA,3890.0,0,0,0,1,0,0,0
110215,PIEDMONT FAYETTE HOSPITAL,GA,260.0,0,0,0,0,1,0,0
110215,PIEDMONT FAYETTE HOSPITAL,GA,954.3333333333334,0,0,0,0,0,1,0
110215,PIEDMONT FAYETTE HOSPITAL,GA,19416.0,0,0,0,0,0,0,1
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,GA,814.0,0,0,0,0,0,0,0
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,GA,54.666666666666664,1,0,0,0,0,0,0
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,GA,286.0,0,1,0,0,0,0,0
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,GA,63.333333333333336,0,0,1,0,0,0,0
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,GA,3157.6666666666665,0,0,0,1,0,0,0
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,GA,216.0,0,0,0,0,1,0,0
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,GA,799.3333333333334,0,0,0,0,0,1,0
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,GA,16172.0,0,0,0,0,0,0,1
110226,DEKALB MEDICAL CENTER AT HILLANDALE,GA,900.6666666666666,0,0,0,0,0,0,0
110226,DEKALB MEDICAL CENTER AT HILLANDALE,GA,26.0,1,0,0,0,0,0,0
110226,DEKALB MEDICAL CENTER AT HILLANDALE,GA,107.33333333333333,0,1,0,0,0,0,0
110226,DEKALB MEDICAL CENTER AT HILLANDALE,GA,70.0,0,0,1,0,0,0,0
110226,DEKALB MEDICAL CENTER AT HILLANDALE,GA,3132.3333333333335,0,0,0,1,0,0,0
110226,DEKALB MEDICAL CENTER AT HILLANDALE,GA,434.0,0,0,0,0,1,0,0
110226,DEKALB MEDICAL CENTER AT HILLANDALE,GA,463.6666666666667,0,0,0,0,0,1,0
110226,DEKALB MEDICAL CENTER AT HILLANDALE,GA,15402.0,0,0,0,0,0,0,1
110229,PIEDMONT NEWNAN HOSPITAL INC,GA,964.0,0,0,0,0,0,0,0
110229,PIEDMONT NEWNAN HOSPITAL INC,GA,37.666666666666664,1,0,0,0,0,0,0
110229,PIEDMONT NEWNAN HOSPITAL INC,GA,286.0,0,1,0,0,0,0,0
110229,PIEDMONT NEWNAN HOSPITAL INC,GA,73.33333333333333,0,0,1,0,0,0,0
110229,PIEDMONT NEWNAN HOSPITAL INC,GA,4046.6666666666665,0,0,0,1,0,0,0
110229,PIEDMONT NEWNAN HOSPITAL INC,GA,253.0,0,0,0,0,1,0,0
110229,PIEDMONT NEWNAN HOSPITAL INC,GA,774.6666666666666,0,0,0,0,0,1,0
110229,PIEDMONT NEWNAN HOSPITAL INC,GA,19305.0,0,0,0,0,0,0,1
110230,EMORY JOHNS CREEK HOSPITAL,GA,1064.0,0,0,0,0,0,0,0
110230,EMORY JOHNS CREEK HOSPITAL,GA,34.333333333333336,1,0,0,0,0,0,0
110230,EMORY JOHNS CREEK HOSPITAL,GA,282.0,0,1,0,0,0,0,0
110230,EMORY JOHNS CREEK HOSPITAL,GA,65.66666666666667,0,0,1,0,0,0,0
110230,EMORY JOHNS CREEK HOSPITAL,GA,3789.6666666666665,0,0,0,1,0,0,0
110230,EMORY JOHNS CREEK HOSPITAL,GA,229.33333333333334,0,0,0,0,1,0,0
110230,EMORY JOHNS CREEK HOSPITAL,GA,634.6666666666666,0,0,0,0,0,1,0
110230,EMORY JOHNS CREEK HOSPITAL,GA,18299.0,0,0,0,0,0,0,1
110233,SOUTHEASTERN REGIONAL MEDICAL CENTER,GA,963.6666666666666,0,0,0,0,0,0,0
110233,SOUTHEASTERN REGIONAL MEDICAL CENTER,GA,33.666666666666664,1,0,0,0,0,0,0
110233,SOUTHEASTERN REGIONAL MEDICAL CENTER,GA,153.33333333333334,0,1,0,0,0,0,0
110233,SOUTHEASTERN REGIONAL MEDICAL CENTER,GA,150.66666666666666,0,0,1,0,0,0,0
110233,SOUTHEASTERN REGIONAL MEDICAL CENTER,GA,5154.333333333333,0,0,0,1,0,0,0
110233,SOUTHEASTERN REGIONAL MEDICAL CENTER,GA,1287.0,0,0,0,0,1,0,0
110233,SOUTHEASTERN REGIONAL MEDICAL CENTER,GA,206.66666666666666,0,0,0,0,0,1,0
110233,SOUTHEASTERN REGIONAL MEDICAL CENTER,GA,23846.0,0,0,0,0,0,0,1
110234,SGMC BERRIEN CAMPUS,GA,295.0,0,0,0,0,0,0,0
110234,SGMC BERRIEN CAMPUS,GA,80.33333333333333,1,0,0,0,0,0,0
110234,SGMC BERRIEN CAMPUS,GA,212.0,0,1,0,0,0,0,0
110234,SGMC BERRIEN CAMPUS,GA,188.33333333333334,0,0,1,0,0,0,0
110234,SGMC BERRIEN CAMPUS,GA,2684.0,0,0,0,1,0,0,0
110234,SGMC BERRIEN CAMPUS,GA,84.33333333333333,0,0,0,0,1,0,0
110234,SGMC BERRIEN CAMPUS,GA,867.3333333333334,0,0,0,0,0,1,0
110234,SGMC BERRIEN CAMPUS,GA,13234.0,0,0,0,0,0,0,1
110236,CORNERSTONE MEDICAL CENTER,GA,505.6666666666667,0,0,0,0,0,0,0
110236,CORNERSTONE MEDICAL CENTER,GA,22.0,1,0,0,0,0,0,0
110236,CORNERSTONE MEDICAL CENTER,GA,110.33333333333333,0,1,0,0,0,0,0
110236,CORNERSTONE MEDICAL CENTER,GA,1.3333333333333333,0,0,1,0,0,0,0
110236,CORNERSTONE MEDICAL CENTER,GA,2568.0,0,0,0,1,0,0,0
110236,CORNERSTONE MEDICAL CENTER,GA,177.0,0,0,0,0,1,0,0
110236,CORNERSTONE MEDICAL CENTER,GA,628.6666666666666,0,0,0,0,0,1,0
110236,CORNERSTONE MEDICAL CENTER,GA,12039.0,0,0,0,0,0,0,1
120001,THE QUEENS MEDICAL CENTER,HI,1216.3333333333333,0,0,0,0,0,0,0
120001,THE QUEENS MEDICAL CENTER,HI,26.666666666666668,1,0,0,0,0,0,0
120001,THE QUEENS MEDICAL CENTER,HI,82.33333333333333,0,1,0,0,0,0,0
120001,THE QUEENS MEDICAL CENTER,HI,51.0,0,0,1,0,0,0,0
120001,THE QUEENS MEDICAL CENTER,HI,4717.666666666667,0,0,0,1,0,0,0
120001,THE QUEENS MEDICAL CENTER,HI,339.3333333333333,0,0,0,0,1,0,0
120001,THE QUEENS MEDICAL CENTER,HI,789.0,0,0,0,0,0,1,0
120001,THE QUEENS MEDICAL CENTER,HI,21667.0,0,0,0,0,0,0,1
120002,MAUI MEMORIAL MEDICAL CENTER,HI,968.3333333333334,0,0,0,0,0,0,0
120002,MAUI MEMORIAL MEDICAL CENTER,HI,23.333333333333332,1,0,0,0,0,0,0
120002,MAUI MEMORIAL MEDICAL CENTER,HI,158.66666666666666,0,1,0,0,0,0,0
120002,MAUI MEMORIAL MEDICAL CENTER,HI,66.66666666666667,0,0,1,0,0,0,0
120002,MAUI MEMORIAL MEDICAL CENTER,HI,3994.3333333333335,0,0,0,1,0,0,0
120002,MAUI MEMORIAL MEDICAL CENTER,HI,301.0,0,0,0,0,1,0,0
120002,MAUI MEMORIAL MEDICAL CENTER,HI,235.66666666666666,0,0,0,0,0,1,0
120002,MAUI MEMORIAL MEDICAL CENTER,HI,17245.0,0,0,0,0,0,0,1
120004,WAHIAWA GENERAL HOSPITAL,HI,680.3333333333334,0,0,0,0,0,0,0
120004,WAHIAWA GENERAL HOSPITAL,HI,6.666666666666667,1,0,0,0,0,0,0
120004,WAHIAWA GENERAL HOSPITAL,HI,87.66666666666667,0,1,0,0,0,0,0
120004,WAHIAWA GENERAL HOSPITAL,HI,51.333333333333336,0,0,1,0,0,0,0
120004,WAHIAWA GENERAL HOSPITAL,HI,3130.0,0,0,0,1,0,0,0
120004,WAHIAWA GENERAL HOSPITAL,HI,268.6666666666667,0,0,0,0,1,0,0
120004,WAHIAWA GENERAL HOSPITAL,HI,963.0,0,0,0,0,0,1,0
120004,WAHIAWA GENERAL HOSPITAL,HI,15563.0,0,0,0,0,0,0,1
120005,HILO MEDICAL CENTER,HI,707.3333333333334,0,0,0,0,0,0,0
120005,HILO MEDICAL CENTER,HI,21.333333333333332,1,0,0,0,0,0,0
120005,HILO MEDICAL CENTER,HI,7.333333333333333,0,1,0,0,0,0,0
120005,HILO MEDICAL CENTER,HI,47.0,0,0,1,0,0,0,0
120005,HILO MEDICAL CENTER,HI,3199.0,0,0,0,1,0,0,0
120005,HILO MEDICAL CENTER,HI,198.33333333333334,0,0,0,0,1,0,0
120005,HILO MEDICAL CENTER,HI,1128.0,0,0,0,0,0,1,0
120005,HILO MEDICAL CENTER,HI,15925.0,0,0,0,0,0,0,1
120006,CASTLE MEDICAL CENTER,HI,970.6666666666666,0,0,0,0,0,0,0
120006,CASTLE MEDICAL CENTER,HI,15.666666666666666,1,0,0,0,0,0,0
120006,CASTLE MEDICAL CENTER,HI,138.66666666666666,0,1,0,0,0,0,0
120006,CASTLE MEDICAL CENTER,HI,70.0,0,0,1,0,0,0,0
120006,CASTLE MEDICAL CENTER,HI,3804.0,0,0,0,1,0,0,0
120006,CASTLE MEDICAL CENTER,HI,288.3333333333333,0,0,0,0,1,0,0
120006,CASTLE MEDICAL CENTER,HI,662.6666666666666,0,0,0,0,0,1,0
120006,CASTLE MEDICAL CENTER,HI,17850.0,0,0,0,0,0,0,1
120007,KUAKINI MEDICAL CENTER,HI,1022.0,0,0,0,0,0,0,0
120007,KUAKINI MEDICAL CENTER,HI,5.666666666666667,1,0,0,0,0,0,0
120007,KUAKINI MEDICAL CENTER,HI,82.66666666666667,0,1,0,0,0,0,0
120007,KUAKINI MEDICAL CENTER,HI,87.0,0,0,1,0,0,0,0
120007,KUAKINI MEDICAL CENTER,HI,4718.0,0,0,0,1,0,0,0
120007,KUAKINI MEDICAL CENTER,HI,222.33333333333334,0,0,0,0,1,0,0
120007,KUAKINI MEDICAL CENTER,HI,1480.6666666666667,0,0,0,0,0,1,0
120007,KUAKINI MEDICAL CENTER,HI,22855.0,0,0,0,0,0,0,1
120011,KAISER FOUNDATION HOSPITAL,HI,752.3333333333334,0,0,0,0,0,0,0
120011,KAISER FOUNDATION HOSPITAL,HI,21.666666666666668,1,0,0,0,0,0,0
120011,KAISER FOUNDATION HOSPITAL,HI,103.33333333333333,0,1,0,0,0,0,0
120011,KAISER FOUNDATION HOSPITAL,HI,63.333333333333336,0,0,1,0,0,0,0
120011,KAISER FOUNDATION HOSPITAL,HI,4102.666666666667,0,0,0,1,0,0,0
120011,KAISER FOUNDATION HOSPITAL,HI,343.3333333333333,0,0,0,0,1,0,0
120011,KAISER FOUNDATION HOSPITAL,HI,191.66666666666666,0,0,0,0,0,1,0
120011,KAISER FOUNDATION HOSPITAL,HI,16736.0,0,0,0,0,0,0,1
120014,WILCOX MEMORIAL HOSPITAL,HI,805.0,0,0,0,0,0,0,0
120014,WILCOX MEMORIAL HOSPITAL,HI,13.0,1,0,0,0,0,0,0
120014,WILCOX MEMORIAL HOSPITAL,HI,97.66666666666667,0,1,0,0,0,0,0
120014,WILCOX MEMORIAL HOSPITAL,HI,33.0,0,0,1,0,0,0,0
120014,WILCOX MEMORIAL HOSPITAL,HI,3499.3333333333335,0,0,0,1,0,0,0
120014,WILCOX MEMORIAL HOSPITAL,HI,187.33333333333334,0,0,0,0,1,0,0
120014,WILCOX MEMORIAL HOSPITAL,HI,992.3333333333334,0,0,0,0,0,1,0
120014,WILCOX MEMORIAL HOSPITAL,HI,16883.0,0,0,0,0,0,0,1
120019,KONA COMMUNITY HOSPITAL,HI,676.6666666666666,0,0,0,0,0,0,0
120019,KONA COMMUNITY HOSPITAL,HI,9.333333333333334,1,0,0,0,0,0,0
120019,KONA COMMUNITY HOSPITAL,HI,39.666666666666664,0,1,0,0,0,0,0
120019,KONA COMMUNITY HOSPITAL,HI,51.666666666666664,0,0,1,0,0,0,0
120019,KONA COMMUNITY HOSPITAL,HI,2954.0,0,0,0,1,0,0,0
120019,KONA COMMUNITY HOSPITAL,HI,131.0,0,0,0,0,1,0,0
120019,KONA COMMUNITY HOSPITAL,HI,1187.3333333333333,0,0,0,0,0,1,0
120019,KONA COMMUNITY HOSPITAL,HI,15149.0,0,0,0,0,0,0,1
120022,STRAUB CLINIC AND HOSPITAL,HI,1158.3333333333333,0,0,0,0,0,0,0
120022,STRAUB CLINIC AND HOSPITAL,HI,14.0,1,0,0,0,0,0,0
120022,STRAUB CLINIC AND HOSPITAL,HI,79.66666666666667,0,1,0,0,0,0,0
120022,STRAUB CLINIC AND HOSPITAL,HI,90.33333333333333,0,0,1,0,0,0,0
120022,STRAUB CLINIC AND HOSPITAL,HI,4967.333333333333,0,0,0,1,0,0,0
120022,STRAUB CLINIC AND HOSPITAL,HI,357.6666666666667,0,0,0,0,1,0,0
120022,STRAUB CLINIC AND HOSPITAL,HI,640.3333333333334,0,0,0,0,0,1,0
120022,STRAUB CLINIC AND HOSPITAL,HI,21925.0,0,0,0,0,0,0,1
120026,PALI MOMI MEDICAL CENTER,HI,954.6666666666666,0,0,0,0,0,0,0
120026,PALI MOMI MEDICAL CENTER,HI,14.333333333333334,1,0,0,0,0,0,0
120026,PALI MOMI MEDICAL CENTER,HI,123.0,0,1,0,0,0,0,0
120026,PALI MOMI MEDICAL CENTER,HI,56.333333333333336,0,0,1,0,0,0,0
120026,PALI MOMI MEDICAL CENTER,HI,4105.666666666667,0,0,0,1,0,0,0
120026,PALI MOMI MEDICAL CENTER,HI,344.6666666666667,0,0,0,0,1,0,0
120026,PALI MOMI MEDICAL CENTER,HI,1028.6666666666667,0,0,0,0,0,1,0
120026,PALI MOMI MEDICAL CENTER,HI,19883.0,0,0,0,0,0,0,1
120028,NORTH HAWAII COMMUNITY HOSPITAL,HI,728.0,0,0,0,0,0,0,0
120028,NORTH HAWAII COMMUNITY HOSPITAL,HI,23.0,1,0,0,0,0,0,0
120028,NORTH HAWAII COMMUNITY HOSPITAL,HI,99.66666666666667,0,1,0,0,0,0,0
120028,NORTH HAWAII COMMUNITY HOSPITAL,HI,17.666666666666668,0,0,1,0,0,0,0
120028,NORTH HAWAII COMMUNITY HOSPITAL,HI,3319.6666666666665,0,0,0,1,0,0,0
120028,NORTH HAWAII COMMUNITY HOSPITAL,HI,188.66666666666666,0,0,0,0,1,0,0
120028,NORTH HAWAII COMMUNITY HOSPITAL,HI,694.3333333333334,0,0,0,0,0,1,0
120028,NORTH HAWAII COMMUNITY HOSPITAL,HI,15213.0,0,0,0,0,0,0,1
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,734.3333333333334,0,0,0,0,0,0,0
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,32.333333333333336,1,0,0,0,0,0,0
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,261.3333333333333,0,1,0,0,0,0,0
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,59.0,0,0,1,0,0,0,0
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,4072.3333333333335,0,0,0,1,0,0,0
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,425.6666666666667,0,0,0,0,1,0,0
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,869.6666666666666,0,0,0,0,0,1,0
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,19364.0,0,0,0,0,0,0,1
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,861.0,0,0,0,0,0,0,0
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,31.0,1,0,0,0,0,0,0
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,84.0,0,1,0,0,0,0,0
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,20.333333333333332,0,0,1,0,0,0,0
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,3869.6666666666665,0,0,0,1,0,0,0
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,391.0,0,0,0,0,1,0,0
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,1475.0,0,0,0,0,0,1,0
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,20193.0,0,0,0,0,0,0,1
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,877.0,0,0,0,0,0,0,0
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,43.333333333333336,1,0,0,0,0,0,0
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,239.66666666666666,0,1,0,0,0,0,0
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,59.0,0,0,1,0,0,0,0
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,4323.666666666667,0,0,0,1,0,0,0
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,396.0,0,0,0,0,1,0,0
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,647.6666666666666,0,0,0,0,0,1,0
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,19759.0,0,0,0,0,0,0,1
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,1048.0,0,0,0,0,0,0,0
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,44.0,1,0,0,0,0,0,0
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,230.66666666666666,0,1,0,0,0,0,0
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,36.333333333333336,0,0,1,0,0,0,0
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,4459.666666666667,0,0,0,1,0,0,0
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,365.3333333333333,0,0,0,0,1,0,0
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,835.0,0,0,0,0,0,1,0
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,21057.0,0,0,0,0,0,0,1
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,764.6666666666666,0,0,0,0,0,0,0
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,41.333333333333336,1,0,0,0,0,0,0
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,341.3333333333333,0,1,0,0,0,0,0
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,54.666666666666664,0,0,1,0,0,0,0
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,3548.3333333333335,0,0,0,1,0,0,0
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,302.6666666666667,0,0,0,0,1,0,0
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,746.3333333333334,0,0,0,0,0,1,0
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,17396.0,0,0,0,0,0,0,1
130014,WEST VALLEY MEDICAL CENTER,ID,776.6666666666666,0,0,0,0,0,0,0
130014,WEST VALLEY MEDICAL CENTER,ID,51.0,1,0,0,0,0,0,0
130014,WEST VALLEY MEDICAL CENTER,ID,197.0,0,1,0,0,0,0,0
130014,WEST VALLEY MEDICAL CENTER,ID,24.333333333333332,0,0,1,0,0,0,0
130014,WEST VALLEY MEDICAL CENTER,ID,3861.3333333333335,0,0,0,1,0,0,0
130014,WEST VALLEY MEDICAL CENTER,ID,332.6666666666667,0,0,0,0,1,0,0
130014,WEST VALLEY MEDICAL CENTER,ID,1022.6666666666666,0,0,0,0,0,1,0
130014,WEST VALLEY MEDICAL CENTER,ID,18796.0,0,0,0,0,0,0,1
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,946.6666666666666,0,0,0,0,0,0,0
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,47.333333333333336,1,0,0,0,0,0,0
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,290.6666666666667,0,1,0,0,0,0,0
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,33.666666666666664,0,0,1,0,0,0,0
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,4232.333333333333,0,0,0,1,0,0,0
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,391.0,0,0,0,0,1,0,0
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,973.0,0,0,0,0,0,1,0
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,20743.0,0,0,0,0,0,0,1
130025,MADISON MEMORIAL HOSPITAL,ID,594.6666666666666,0,0,0,0,0,0,0
130025,MADISON MEMORIAL HOSPITAL,ID,39.666666666666664,1,0,0,0,0,0,0
130025,MADISON MEMORIAL HOSPITAL,ID,238.66666666666666,0,1,0,0,0,0,0
130025,MADISON MEMORIAL HOSPITAL,ID,44.666666666666664,0,0,1,0,0,0,0
130025,MADISON MEMORIAL HOSPITAL,ID,3096.3333333333335,0,0,0,1,0,0,0
130025,MADISON MEMORIAL HOSPITAL,ID,217.66666666666666,0,0,0,0,1,0,0
130025,MADISON MEMORIAL HOSPITAL,ID,1940.0,0,0,0,0,0,1,0
130025,MADISON MEMORIAL HOSPITAL,ID,18516.0,0,0,0,0,0,0,1
130028,PORTNEUF MEDICAL CENTER,ID,811.6666666666666,0,0,0,0,0,0,0
130028,PORTNEUF MEDICAL CENTER,ID,32.333333333333336,1,0,0,0,0,0,0
130028,PORTNEUF MEDICAL CENTER,ID,429.6666666666667,0,1,0,0,0,0,0
130028,PORTNEUF MEDICAL CENTER,ID,47.0,0,0,1,0,0,0,0
130028,PORTNEUF MEDICAL CENTER,ID,4163.333333333333,0,0,0,1,0,0,0
130028,PORTNEUF MEDICAL CENTER,ID,363.3333333333333,0,0,0,0,1,0,0
130028,PORTNEUF MEDICAL CENTER,ID,932.3333333333334,0,0,0,0,0,1,0
130028,PORTNEUF MEDICAL CENTER,ID,20339.0,0,0,0,0,0,0,1
130049,KOOTENAI HEALTH,ID,986.0,0,0,0,0,0,0,0
130049,KOOTENAI HEALTH,ID,39.0,1,0,0,0,0,0,0
130049,KOOTENAI HEALTH,ID,262.3333333333333,0,1,0,0,0,0,0
130049,KOOTENAI HEALTH,ID,34.0,0,0,1,0,0,0,0
130049,KOOTENAI HEALTH,ID,4396.666666666667,0,0,0,1,0,0,0
130049,KOOTENAI HEALTH,ID,356.0,0,0,0,0,1,0,0
130049,KOOTENAI HEALTH,ID,991.6666666666666,0,0,0,0,0,1,0
130049,KOOTENAI HEALTH,ID,21198.0,0,0,0,0,0,0,1
130063,TREASURE VALLEY HOSPITAL,ID,1161.0,0,0,0,0,0,0,0
130063,TREASURE VALLEY HOSPITAL,ID,139.66666666666666,1,0,0,0,0,0,0
130063,TREASURE VALLEY HOSPITAL,ID,105.33333333333333,0,1,0,0,0,0,0
130063,TREASURE VALLEY HOSPITAL,ID,0.0,0,0,1,0,0,0,0
130063,TREASURE VALLEY HOSPITAL,ID,5307.333333333333,0,0,0,1,0,0,0
130063,TREASURE VALLEY HOSPITAL,ID,122.0,0,0,0,0,1,0,0
