Provider_ID,Hospital_Name,State,Period,AvgSpendPerEpHosp
50279,HI-DESERT MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,823.8571428571429
50279,HI-DESERT MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,86.28571428571429
50279,HI-DESERT MEDICAL CENTER,CA,Complete Episode,13475.0
50279,HI-DESERT MEDICAL CENTER,CA,During Index Hospital Admission,1014.7142857142857
50280,MERCY MEDICAL CENTER REDDING,CA,1 through 30 days After Discharge from Index Hospital Admission,1075.0
50280,MERCY MEDICAL CENTER REDDING,CA,1 to 3 days Prior to Index Hospital Admission,133.57142857142858
50280,MERCY MEDICAL CENTER REDDING,CA,Complete Episode,20822.0
50280,MERCY MEDICAL CENTER REDDING,CA,During Index Hospital Admission,1765.857142857143
50281,ALHAMBRA HOSPITAL MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,2225.0
50281,ALHAMBRA HOSPITAL MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,79.85714285714286
50281,ALHAMBRA HOSPITAL MEDICAL CENTER,CA,Complete Episode,25852.0
50281,ALHAMBRA HOSPITAL MEDICAL CENTER,CA,During Index Hospital Admission,1388.4285714285713
50283,STANFORD HEALTH CARE - VALLEYCARE,CA,1 through 30 days After Discharge from Index Hospital Admission,1183.142857142857
50283,STANFORD HEALTH CARE - VALLEYCARE,CA,1 to 3 days Prior to Index Hospital Admission,77.42857142857143
50283,STANFORD HEALTH CARE - VALLEYCARE,CA,Complete Episode,20970.0
50283,STANFORD HEALTH CARE - VALLEYCARE,CA,During Index Hospital Admission,1735.142857142857
50289,SETON MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1279.0
50289,SETON MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,86.57142857142857
50289,SETON MEDICAL CENTER,CA,Complete Episode,21764.0
50289,SETON MEDICAL CENTER,CA,During Index Hospital Admission,1743.4285714285713
50290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,945.1428571428571
50290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,CA,1 to 3 days Prior to Index Hospital Admission,77.28571428571429
50290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,CA,Complete Episode,19951.0
50290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,CA,During Index Hospital Admission,1827.7142857142858
50291,SUTTER SANTA ROSA REGIONAL HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,853.8571428571429
50291,SUTTER SANTA ROSA REGIONAL HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,109.57142857142857
50291,SUTTER SANTA ROSA REGIONAL HOSPITAL,CA,Complete Episode,19253.0
50291,SUTTER SANTA ROSA REGIONAL HOSPITAL,CA,During Index Hospital Admission,1786.857142857143
50292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1069.4285714285713
50292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,90.28571428571429
50292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,CA,Complete Episode,17523.0
50292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,CA,During Index Hospital Admission,1343.5714285714287
50295,MERCY HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,1289.5714285714287
50295,MERCY HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,98.28571428571429
50295,MERCY HOSPITAL,CA,Complete Episode,20015.0
50295,MERCY HOSPITAL,CA,During Index Hospital Admission,1471.5714285714287
50296,HAZEL HAWKINS MEMORIAL HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,896.8571428571429
50296,HAZEL HAWKINS MEMORIAL HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,78.71428571428571
50296,HAZEL HAWKINS MEMORIAL HOSPITAL,CA,Complete Episode,13997.0
50296,HAZEL HAWKINS MEMORIAL HOSPITAL,CA,During Index Hospital Admission,1024.142857142857
50298,BARSTOW COMMUNITY HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,1135.2857142857142
50298,BARSTOW COMMUNITY HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,84.28571428571429
50298,BARSTOW COMMUNITY HOSPITAL,CA,Complete Episode,16791.0
50298,BARSTOW COMMUNITY HOSPITAL,CA,During Index Hospital Admission,1179.142857142857
50300,ST MARY MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1157.142857142857
50300,ST MARY MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,89.28571428571429
50300,ST MARY MEDICAL CENTER,CA,Complete Episode,20127.0
50300,ST MARY MEDICAL CENTER,CA,During Index Hospital Admission,1628.857142857143
50301,UKIAH VALLEY MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,897.2857142857143
50301,UKIAH VALLEY MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,91.42857142857143
50301,UKIAH VALLEY MEDICAL CENTER,CA,Complete Episode,16218.0
50301,UKIAH VALLEY MEDICAL CENTER,CA,During Index Hospital Admission,1328.142857142857
50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,CA,1 through 30 days After Discharge from Index Hospital Admission,1313.5714285714287
50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,CA,1 to 3 days Prior to Index Hospital Admission,84.57142857142857
50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,CA,Complete Episode,20879.0
50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,CA,During Index Hospital Admission,1584.5714285714287
50308,EL CAMINO HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,1223.0
50308,EL CAMINO HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,78.0
50308,EL CAMINO HOSPITAL,CA,Complete Episode,22150.0
50308,EL CAMINO HOSPITAL,CA,During Index Hospital Admission,1863.142857142857
50309,SUTTER ROSEVILLE MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1063.5714285714287
50309,SUTTER ROSEVILLE MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,91.85714285714286
50309,SUTTER ROSEVILLE MEDICAL CENTER,CA,Complete Episode,18676.0
50309,SUTTER ROSEVILLE MEDICAL CENTER,CA,During Index Hospital Admission,1512.5714285714287
50313,SUTTER TRACY COMMUNITY HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,1301.142857142857
50313,SUTTER TRACY COMMUNITY HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,84.71428571428571
50313,SUTTER TRACY COMMUNITY HOSPITAL,CA,Complete Episode,18952.0
50313,SUTTER TRACY COMMUNITY HOSPITAL,CA,During Index Hospital Admission,1321.7142857142858
50315,KERN MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1188.4285714285713
50315,KERN MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,110.14285714285714
50315,KERN MEDICAL CENTER,CA,Complete Episode,19551.0
50315,KERN MEDICAL CENTER,CA,During Index Hospital Admission,1494.5714285714287
50320,HIGHLAND HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,1402.5714285714287
50320,HIGHLAND HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,100.71428571428571
50320,HIGHLAND HOSPITAL,CA,Complete Episode,20888.0
50320,HIGHLAND HOSPITAL,CA,During Index Hospital Admission,1480.5714285714287
50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,CA,1 through 30 days After Discharge from Index Hospital Admission,1190.2857142857142
50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,CA,1 to 3 days Prior to Index Hospital Admission,100.85714285714286
50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,CA,Complete Episode,23564.0
50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,CA,During Index Hospital Admission,2075.1428571428573
50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1275.5714285714287
50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,87.85714285714286
50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,Complete Episode,23145.0
50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,During Index Hospital Admission,1942.857142857143
50329,CORONA REGIONAL MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1588.5714285714287
50329,CORONA REGIONAL MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,97.0
50329,CORONA REGIONAL MEDICAL CENTER,CA,Complete Episode,22250.0
50329,CORONA REGIONAL MEDICAL CENTER,CA,During Index Hospital Admission,1493.142857142857
50334,SALINAS VALLEY MEMORIAL HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,1300.4285714285713
50334,SALINAS VALLEY MEMORIAL HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,88.85714285714286
50334,SALINAS VALLEY MEMORIAL HOSPITAL,CA,Complete Episode,21556.0
50334,SALINAS VALLEY MEMORIAL HOSPITAL,CA,During Index Hospital Admission,1690.0
50335,SONORA REGIONAL MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,883.2857142857143
50335,SONORA REGIONAL MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,79.71428571428571
50335,SONORA REGIONAL MEDICAL CENTER,CA,Complete Episode,16985.0
50335,SONORA REGIONAL MEDICAL CENTER,CA,During Index Hospital Admission,1463.4285714285713
50336,LODI MEMORIAL HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,1100.5714285714287
50336,LODI MEMORIAL HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,84.28571428571429
50336,LODI MEMORIAL HOSPITAL,CA,Complete Episode,16704.0
50336,LODI MEMORIAL HOSPITAL,CA,During Index Hospital Admission,1201.4285714285713
50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,CA,1 through 30 days After Discharge from Index Hospital Admission,1074.5714285714287
50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,CA,1 to 3 days Prior to Index Hospital Admission,86.71428571428571
50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,CA,Complete Episode,17759.0
50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,CA,During Index Hospital Admission,1375.4285714285713
50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1334.0
50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,CA,1 to 3 days Prior to Index Hospital Admission,80.28571428571429
50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,CA,Complete Episode,22560.0
50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,CA,During Index Hospital Admission,1808.7142857142858
50350,BEVERLY HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,1699.857142857143
50350,BEVERLY HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,84.42857142857143
50350,BEVERLY HOSPITAL,CA,Complete Episode,22348.0
50350,BEVERLY HOSPITAL,CA,During Index Hospital Admission,1408.2857142857142
50351,TORRANCE MEMORIAL MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1144.5714285714287
50351,TORRANCE MEMORIAL MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,83.0
50351,TORRANCE MEMORIAL MEDICAL CENTER,CA,Complete Episode,20492.0
50351,TORRANCE MEMORIAL MEDICAL CENTER,CA,During Index Hospital Admission,1699.857142857143
50352,BARTON MEMORIAL HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,745.4285714285714
50352,BARTON MEMORIAL HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,59.857142857142854
50352,BARTON MEMORIAL HOSPITAL,CA,Complete Episode,16156.0
50352,BARTON MEMORIAL HOSPITAL,CA,During Index Hospital Admission,1502.857142857143
50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,CA,1 through 30 days After Discharge from Index Hospital Admission,1279.7142857142858
50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,CA,1 to 3 days Prior to Index Hospital Admission,97.42857142857143
50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,CA,Complete Episode,20832.0
50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,CA,During Index Hospital Admission,1598.5714285714287
50357,GOLETA VALLEY COTTAGE HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,978.8571428571429
50357,GOLETA VALLEY COTTAGE HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,46.0
50357,GOLETA VALLEY COTTAGE HOSPITAL,CA,Complete Episode,20308.0
50357,GOLETA VALLEY COTTAGE HOSPITAL,CA,During Index Hospital Admission,1876.2857142857142
50359,TULARE REGIONAL MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1121.7142857142858
50359,TULARE REGIONAL MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,81.42857142857143
50359,TULARE REGIONAL MEDICAL CENTER,CA,Complete Episode,16888.0
50359,TULARE REGIONAL MEDICAL CENTER,CA,During Index Hospital Admission,1209.0
50360,MARIN GENERAL HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,1117.4285714285713
50360,MARIN GENERAL HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,88.0
50360,MARIN GENERAL HOSPITAL,CA,Complete Episode,19744.0
50360,MARIN GENERAL HOSPITAL,CA,During Index Hospital Admission,1615.2857142857142
50367,NORTHBAY MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1177.7142857142858
50367,NORTHBAY MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,98.57142857142857
50367,NORTHBAY MEDICAL CENTER,CA,Complete Episode,19280.0
50367,NORTHBAY MEDICAL CENTER,CA,During Index Hospital Admission,1478.142857142857
50373,LAC+USC MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1105.7142857142858
50373,LAC+USC MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,51.142857142857146
50373,LAC+USC MEDICAL CENTER,CA,Complete Episode,19056.0
50373,LAC+USC MEDICAL CENTER,CA,During Index Hospital Admission,1565.2857142857142
50376,LAC/HARBOR-UCLA MED CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1028.0
50376,LAC/HARBOR-UCLA MED CENTER,CA,1 to 3 days Prior to Index Hospital Admission,49.285714285714285
50376,LAC/HARBOR-UCLA MED CENTER,CA,Complete Episode,20554.0
50376,LAC/HARBOR-UCLA MED CENTER,CA,During Index Hospital Admission,1859.0
50378,PACIFICA HOSPITAL OF THE VALLEY,CA,1 through 30 days After Discharge from Index Hospital Admission,1046.5714285714287
50378,PACIFICA HOSPITAL OF THE VALLEY,CA,1 to 3 days Prior to Index Hospital Admission,73.0
50378,PACIFICA HOSPITAL OF THE VALLEY,CA,Complete Episode,14510.0
50378,PACIFICA HOSPITAL OF THE VALLEY,CA,During Index Hospital Admission,953.4285714285714
50380,GOOD SAMARITAN HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,1234.0
50380,GOOD SAMARITAN HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,98.85714285714286
50380,GOOD SAMARITAN HOSPITAL,CA,Complete Episode,21220.0
50380,GOOD SAMARITAN HOSPITAL,CA,During Index Hospital Admission,1698.5714285714287
50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,CA,1 through 30 days After Discharge from Index Hospital Admission,1702.0
50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,CA,1 to 3 days Prior to Index Hospital Admission,90.57142857142857
50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,CA,Complete Episode,22437.0
50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,CA,During Index Hospital Admission,1413.142857142857
50390,HEMET VALLEY MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1351.4285714285713
50390,HEMET VALLEY MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,91.85714285714286
50390,HEMET VALLEY MEDICAL CENTER,CA,Complete Episode,19313.0
50390,HEMET VALLEY MEDICAL CENTER,CA,During Index Hospital Admission,1316.0
50393,PIH HOSPITAL - DOWNEY,CA,1 through 30 days After Discharge from Index Hospital Admission,1634.0
50393,PIH HOSPITAL - DOWNEY,CA,1 to 3 days Prior to Index Hospital Admission,85.42857142857143
50393,PIH HOSPITAL - DOWNEY,CA,Complete Episode,21417.0
50393,PIH HOSPITAL - DOWNEY,CA,During Index Hospital Admission,1340.0
50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,CA,1 through 30 days After Discharge from Index Hospital Admission,1083.857142857143
50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,CA,1 to 3 days Prior to Index Hospital Admission,97.28571428571429
50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,CA,Complete Episode,19582.0
50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,CA,During Index Hospital Admission,1616.2857142857142
50396,SANTA BARBARA COTTAGE HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,1161.7142857142858
50396,SANTA BARBARA COTTAGE HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,125.14285714285714
50396,SANTA BARBARA COTTAGE HOSPITAL,CA,Complete Episode,21207.0
50396,SANTA BARBARA COTTAGE HOSPITAL,CA,During Index Hospital Admission,1742.5714285714287
50397,COALINGA REGIONAL MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,391.7142857142857
50397,COALINGA REGIONAL MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,60.714285714285715
50397,COALINGA REGIONAL MEDICAL CENTER,CA,Complete Episode,8844.0
50397,COALINGA REGIONAL MEDICAL CENTER,CA,During Index Hospital Admission,811.0
50407,CHINESE HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,738.4285714285714
50407,CHINESE HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,42.57142857142857
50407,CHINESE HOSPITAL,CA,Complete Episode,14574.0
50407,CHINESE HOSPITAL,CA,During Index Hospital Admission,1301.0
50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,CA,1 through 30 days After Discharge from Index Hospital Admission,1025.857142857143
50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,CA,1 to 3 days Prior to Index Hospital Admission,78.71428571428571
50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,CA,Complete Episode,19664.0
50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,CA,During Index Hospital Admission,1704.5714285714287
50414,MERCY HOSPITAL OF FOLSOM,CA,1 through 30 days After Discharge from Index Hospital Admission,1041.0
50414,MERCY HOSPITAL OF FOLSOM,CA,1 to 3 days Prior to Index Hospital Admission,88.28571428571429
50414,MERCY HOSPITAL OF FOLSOM,CA,Complete Episode,18177.0
50414,MERCY HOSPITAL OF FOLSOM,CA,During Index Hospital Admission,1467.4285714285713
50417,SUTTER COAST HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,873.5714285714286
50417,SUTTER COAST HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,95.28571428571429
50417,SUTTER COAST HOSPITAL,CA,Complete Episode,15719.0
50417,SUTTER COAST HOSPITAL,CA,During Index Hospital Admission,1276.857142857143
50423,PALO VERDE HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,888.4285714285714
50423,PALO VERDE HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,57.714285714285715
50423,PALO VERDE HOSPITAL,CA,Complete Episode,13232.0
50423,PALO VERDE HOSPITAL,CA,During Index Hospital Admission,944.2857142857143
50424,SCRIPPS GREEN HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,933.8571428571429
50424,SCRIPPS GREEN HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,65.0
50424,SCRIPPS GREEN HOSPITAL,CA,Complete Episode,23773.0
50424,SCRIPPS GREEN HOSPITAL,CA,During Index Hospital Admission,2397.285714285714
50425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,CA,1 through 30 days After Discharge from Index Hospital Admission,960.5714285714286
50425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,CA,1 to 3 days Prior to Index Hospital Admission,87.0
50425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,CA,Complete Episode,16843.0
50425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,CA,During Index Hospital Admission,1358.7142857142858
50426,WEST ANAHEIM MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1852.0
50426,WEST ANAHEIM MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,99.85714285714286
50426,WEST ANAHEIM MEDICAL CENTER,CA,Complete Episode,24312.0
50426,WEST ANAHEIM MEDICAL CENTER,CA,During Index Hospital Admission,1521.2857142857142
50438,HUNTINGTON MEMORIAL HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,1127.142857142857
50438,HUNTINGTON MEMORIAL HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,73.71428571428571
50438,HUNTINGTON MEMORIAL HOSPITAL,CA,Complete Episode,19703.0
50438,HUNTINGTON MEMORIAL HOSPITAL,CA,During Index Hospital Admission,1613.7142857142858
50441,STANFORD HEALTH CARE,CA,1 through 30 days After Discharge from Index Hospital Admission,1087.2857142857142
50441,STANFORD HEALTH CARE,CA,1 to 3 days Prior to Index Hospital Admission,76.85714285714286
50441,STANFORD HEALTH CARE,CA,Complete Episode,24738.0
50441,STANFORD HEALTH CARE,CA,During Index Hospital Admission,2369.8571428571427
50444,MERCY MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1008.0
50444,MERCY MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,93.14285714285714
50444,MERCY MEDICAL CENTER,CA,Complete Episode,17192.0
50444,MERCY MEDICAL CENTER,CA,During Index Hospital Admission,1355.0
50454,UCSF MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1146.142857142857
50454,UCSF MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,80.71428571428571
50454,UCSF MEDICAL CENTER,CA,Complete Episode,25318.0
50454,UCSF MEDICAL CENTER,CA,During Index Hospital Admission,2390.0
50455,SAN JOAQUIN COMMUNITY HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,1213.2857142857142
50455,SAN JOAQUIN COMMUNITY HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,129.14285714285714
50455,SAN JOAQUIN COMMUNITY HOSPITAL,CA,Complete Episode,20626.0
50455,SAN JOAQUIN COMMUNITY HOSPITAL,CA,During Index Hospital Admission,1604.0
50457,ST MARY'S MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1135.0
50457,ST MARY'S MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,79.71428571428571
50457,ST MARY'S MEDICAL CENTER,CA,Complete Episode,21814.0
50457,ST MARY'S MEDICAL CENTER,CA,During Index Hospital Admission,1901.5714285714287
50464,DOCTORS MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1040.857142857143
50464,DOCTORS MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,150.28571428571428
50464,DOCTORS MEDICAL CENTER,CA,Complete Episode,19482.0
50464,DOCTORS MEDICAL CENTER,CA,During Index Hospital Admission,1591.7142857142858
50468,MEMORIAL HOSPITAL OF GARDENA,CA,1 through 30 days After Discharge from Index Hospital Admission,2350.8571428571427
50468,MEMORIAL HOSPITAL OF GARDENA,CA,1 to 3 days Prior to Index Hospital Admission,98.28571428571429
50468,MEMORIAL HOSPITAL OF GARDENA,CA,Complete Episode,26409.0
50468,MEMORIAL HOSPITAL OF GARDENA,CA,During Index Hospital Admission,1323.7142857142858
50471,GOOD SAMARITAN HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,1221.142857142857
50471,GOOD SAMARITAN HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,70.71428571428571
50471,GOOD SAMARITAN HOSPITAL,CA,Complete Episode,22330.0
50471,GOOD SAMARITAN HOSPITAL,CA,During Index Hospital Admission,1897.857142857143
50481,WEST HILLS HOSPITAL & MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1269.142857142857
50481,WEST HILLS HOSPITAL & MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,94.28571428571429
50481,WEST HILLS HOSPITAL & MEDICAL CENTER,CA,Complete Episode,20563.0
50481,WEST HILLS HOSPITAL & MEDICAL CENTER,CA,During Index Hospital Admission,1574.0
50485,LONG BEACH MEMORIAL MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1383.2857142857142
50485,LONG BEACH MEMORIAL MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,75.85714285714286
50485,LONG BEACH MEMORIAL MEDICAL CENTER,CA,Complete Episode,22809.0
50485,LONG BEACH MEMORIAL MEDICAL CENTER,CA,During Index Hospital Admission,1799.2857142857142
50488,EDEN MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1573.142857142857
50488,EDEN MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,110.85714285714286
50488,EDEN MEDICAL CENTER,CA,Complete Episode,23425.0
50488,EDEN MEDICAL CENTER,CA,During Index Hospital Admission,1662.142857142857
50492,CLOVIS COMMUNITY MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1342.0
50492,CLOVIS COMMUNITY MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,87.57142857142857
50492,CLOVIS COMMUNITY MEDICAL CENTER,CA,Complete Episode,20810.0
50492,CLOVIS COMMUNITY MEDICAL CENTER,CA,During Index Hospital Admission,1543.5714285714287
50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,CA,1 through 30 days After Discharge from Index Hospital Admission,1056.7142857142858
50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,CA,1 to 3 days Prior to Index Hospital Admission,84.28571428571429
50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,CA,Complete Episode,20833.0
50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,CA,During Index Hospital Admission,1835.0
50498,SUTTER AUBURN FAITH HOSPITAL,CA,1 through 30 days After Discharge from Index Hospital Admission,1049.857142857143
50498,SUTTER AUBURN FAITH HOSPITAL,CA,1 to 3 days Prior to Index Hospital Admission,69.71428571428571
50498,SUTTER AUBURN FAITH HOSPITAL,CA,Complete Episode,17340.0
50498,SUTTER AUBURN FAITH HOSPITAL,CA,During Index Hospital Admission,1357.4285714285713
50502,SAINT VINCENT MEDICAL CENTER,CA,1 through 30 days After Discharge from Index Hospital Admission,1563.7142857142858
50502,SAINT VINCENT MEDICAL CENTER,CA,1 to 3 days Prior to Index Hospital Admission,68.28571428571429
50502,SAINT VINCENT MEDICAL CENTER,CA,Complete Episode,23989.0
50502,SAINT VINCENT MEDICAL CENTER,CA,During Index Hospital Admission,1794.7142857142858
